iter	Passed	Remaining
318	41	747
319	42	746
320	42	746
321	42	746
322	42	745
323	42	745
324	42	744
325	42	744
326	42	743
327	42	742
328	43	742
329	43	741
330	43	741
331	43	740
332	43	740
333	43	739
334	43	740
335	43	739
336	44	740
337	44	739
338	44	739
339	44	739
340	44	739
341	44	739
342	44	738
343	44	738
344	44	737
345	45	737
346	45	738
347	45	737
348	45	737
349	45	736
350	45	737
351	45	736
352	46	736
353	46	735
354	46	736
355	46	735
356	46	735
357	46	735
358	46	734
359	46	733
360	47	734
361	47	733
362	47	733
363	47	733
364	47	732
365	47	732
366	47	732
367	47	732
368	47	732
369	48	732
370	48	732
371	48	732
372	48	731
373	48	731
374	48	730
375	48	729
376	48	729
377	49	730
378	49	730
379	49	730
380	49	729
381	49	728
382	49	728
383	49	727
384	49	727
385	49	726
386	50	726
387	50	725
388	50	725
389	50	725
390	50	725
391	50	724
392	50	724
393	50	723
394	50	723
395	51	724
396	51	725
397	51	725
398	51	725
399	51	725
400	51	725
401	52	725
402	52	725
403	52	724
404	52	724
405	52	725
406	52	725
407	52	724
408	52	724
409	53	723
410	53	723
411	53	722
412	53	722
413	53	723
414	53	722
415	53	722
416	53	721
417	54	721
418	54	721
419	54	721
420	54	722
421	54	724
422	55	727
423	55	728
424	55	728
425	55	727
426	55	727
427	55	726
428	55	726
429	56	726
430	56	726
431	56	725
432	56	725
433	56	724
434	56	724
435	56	724
436	56	724
437	57	724
438	57	725
439	57	725
440	57	725
441	57	725
442	57	724
443	57	724
444	58	724
445	58	723
446	58	723
447	58	723
448	58	722
449	58	722
450	58	722
451	58	721
452	58	721
453	58	720
454	59	720
455	59	719
456	59	719
457	59	722
458	59	723
459	60	723
460	60	723
461	60	723
462	60	722
463	60	722
464	60	721
465	60	721
466	60	720
467	60	720
468	61	719
469	61	719
470	61	718
471	61	719
472	61	719
473	61	719
474	61	719
475	61	718
476	62	718
477	62	717
478	62	719
479	62	721
480	63	723
481	63	725
482	63	726
483	63	728
484	64	732
485	64	735
486	65	737
487	65	738
488	65	737
489	65	737
490	65	736
491	65	736
492	65	735
493	65	735
494	66	734
495	66	734
496	66	735
497	66	734
498	66	734
499	66	735
500	66	735
501	67	737
502	67	739
503	67	739
504	67	739
505	68	739
506	68	738
507	68	737
508	68	737
509	68	736
510	68	736
511	68	735
512	68	736
513	68	735
514	69	735
515	69	734
516	69	734
517	69	733
518	69	733
519	69	732
520	69	734
521	69	734
522	70	733
523	70	733
524	70	732
525	70	732
526	70	731
527	70	734
528	71	736
529	71	736
530	71	736
531	71	735
532	71	735
533	72	737
534	72	737
535	72	737
536	72	736
537	72	736
538	72	736
539	72	737
540	73	737
541	73	737
542	73	737
543	73	737
544	73	736
545	73	736
546	73	735
547	73	735
548	74	734
549	74	734
550	74	733
551	74	733
552	74	732
553	74	732
554	74	732
555	74	731
556	74	732
557	75	731
558	75	732
559	75	731
560	75	731
561	75	730
562	75	730
563	75	730
564	75	729
565	76	729
566	76	729
567	76	729
568	76	729
569	76	728
570	76	728
571	76	728
572	76	728
573	77	728
574	77	727
575	77	727
576	77	727
577	77	726
578	77	726
579	77	726
580	77	725
581	77	725
582	78	725
583	78	725
584	78	724
585	78	724
586	78	725
587	78	724
588	79	726
589	79	726
590	79	726
591	79	725
592	79	725
593	79	725
594	79	724
595	79	724
596	80	724
597	80	724
598	80	724
599	80	723
600	80	725
601	81	726
602	81	728
603	81	728
604	81	728
605	81	728
606	82	728
607	82	729
608	82	729
609	82	728
610	82	728
611	82	728
612	82	728
613	82	727
614	83	727
615	83	727
616	83	727
617	83	727
618	83	727
619	83	727
620	83	727
621	84	726
622	84	726
623	84	725
624	84	725
625	84	725
626	84	724
627	84	724
628	84	724
629	84	724
630	85	723
631	85	723
632	85	723
633	85	723
634	85	723
635	85	723
636	85	722
637	85	722
638	86	722
639	86	722
640	86	722
641	86	721
642	86	721
643	86	721
644	86	721
645	86	720
646	87	720
647	87	720
648	87	719
649	87	721
650	87	721
651	87	721
652	88	721
653	88	721
654	88	721
655	88	720
656	88	720
657	88	720
658	88	719
659	88	719
660	89	719
661	89	718
662	89	718
663	89	718
664	89	718
665	89	718
666	89	718
667	89	718
668	90	717
669	90	717
670	90	717
671	90	716
672	90	716
673	90	716
674	90	715
675	90	716
676	91	715
677	91	716
678	91	716
679	91	717
680	91	717
681	91	716
682	92	717
683	92	717
684	92	717
685	92	716
686	93	720
687	93	721
688	93	721
689	93	721
690	93	720
691	93	720
692	94	720
693	94	720
694	94	720
695	94	719
696	94	719
697	94	719
698	94	718
699	94	718
700	94	718
701	95	717
702	95	717
703	95	716
704	95	716
705	95	716
706	95	716
707	95	715
708	95	715
709	95	715
710	96	714
711	96	714
712	96	714
713	96	713
714	96	713
715	96	713
716	96	712
717	96	712
718	97	712
719	97	712
720	97	712
721	97	711
722	97	711
723	97	711
724	97	711
725	97	711
726	98	710
727	98	710
728	98	710
729	98	710
730	98	709
731	98	709
732	98	709
733	98	709
734	98	708
735	99	708
736	99	708
737	99	708
738	99	708
739	99	707
740	99	707
741	99	707
742	99	706
743	100	706
744	100	706
745	100	706
746	100	705
747	100	705
748	100	705
749	100	704
750	100	704
751	100	704
752	101	703
753	101	703
754	101	703
755	101	703
756	101	703
757	101	702
758	101	702
759	101	702
760	102	702
761	102	702
762	102	702
763	102	702
764	102	702
765	102	702
766	103	703
767	103	703
768	103	703
769	103	704
770	103	704
771	103	704
772	104	704
773	104	703
774	104	703
775	104	703
776	104	703
777	104	702
778	104	702
779	104	702
780	105	702
781	105	702
782	105	702
783	105	702
784	105	702
785	105	702
786	106	702
787	106	702
788	106	702
789	106	701
790	106	701
791	106	701
792	106	701
793	106	700
794	107	700
795	107	700
796	107	700
797	107	700
798	107	699
799	107	699
800	107	699
801	107	699
802	107	698
803	108	698
804	108	698
805	108	698
806	108	697
807	108	697
808	108	697
809	108	697
810	108	697
811	109	696
812	109	696
813	109	696
814	109	696
815	109	695
816	109	696
817	110	697
818	110	698
819	110	697
820	110	697
821	110	697
822	110	697
823	110	696
824	111	696
825	111	696
826	111	696
827	111	696
828	111	695
829	111	695
830	111	695
831	111	695
832	112	695
833	112	694
834	112	694
835	112	694
836	112	694
837	112	693
838	112	693
839	112	693
840	112	693
841	113	692
842	113	692
843	113	692
844	113	692
845	113	692
846	113	692
847	114	693
848	114	693
849	114	693
850	114	693
851	114	692
852	114	692
853	114	692
854	115	692
855	115	691
856	115	691
857	115	691
858	115	691
859	115	690
860	115	690
861	115	690
862	115	690
863	116	690
864	116	689
865	116	689
866	116	689
867	116	689
868	116	688
869	116	689
870	117	689
871	117	688
872	117	688
873	117	688
874	117	687
875	117	687
876	117	687
877	117	687
878	117	687
879	118	686
880	118	686
881	118	686
882	118	686
883	118	685
884	118	685
885	118	685
886	118	685
887	119	685
888	119	685
889	119	685
890	119	684
891	119	684
892	119	684
893	119	683
894	119	683
895	119	683
896	120	683
897	120	682
898	120	682
899	120	682
900	120	682
901	120	681
902	120	681
903	120	681
904	121	681
905	121	681
906	121	681
907	121	680
908	121	680
909	121	680
910	121	680
911	121	680
912	122	680
913	122	679
914	122	679
915	122	680
916	122	679
917	122	679
918	122	679
919	123	679
920	123	679
921	123	678
922	123	678
923	123	678
924	123	678
925	123	677
926	123	677
927	123	677
928	124	677
929	124	677
930	124	676
931	124	676
932	124	676
933	124	676
934	124	675
935	124	675
936	124	675
937	125	675
938	125	674
939	125	674
940	125	674
941	125	674
942	125	673
943	125	673
944	125	673
945	125	673
946	126	673
947	126	672
948	126	672
949	126	672
950	126	672
951	126	672
952	126	671
953	126	671
954	127	671
955	127	671
956	127	671
957	127	671
958	127	670
959	127	670
960	127	670
961	127	670
962	128	670
963	128	670
964	128	670
965	128	669
966	128	669
967	128	669
968	128	668
969	128	668
970	129	668
971	129	668
972	129	668
973	129	667
974	129	667
975	129	667
976	129	667
977	129	667
978	130	667
979	130	667
980	130	666
981	130	666
982	130	666
983	130	666
984	130	666
985	130	665
986	131	665
987	131	665
988	131	665
989	131	665
990	131	664
991	131	664
992	131	664
993	131	664
994	132	664
995	132	663
996	132	663
997	132	663
998	132	663
999	132	662
1000	132	662
1001	132	662
1002	132	662
1003	133	661
1004	133	661
1005	133	661
1006	133	661
1007	133	661
1008	133	661
1009	133	660
1010	133	660
1011	134	661
1012	134	660
1013	134	660
1014	134	660
1015	134	660
1016	134	659
1017	134	659
1018	134	659
1019	134	659
1020	135	658
1021	135	658
1022	135	658
1023	135	658
1024	135	658
1025	135	658
1026	135	657
1027	135	657
1028	136	657
1029	136	657
1030	136	657
1031	136	657
1032	136	657
1033	136	657
1034	136	657
1035	137	656
1036	137	656
1037	137	656
1038	137	656
1039	137	655
1040	137	655
1041	137	655
1042	137	655
1043	138	655
1044	138	655
1045	138	654
1046	138	654
1047	138	654
1048	138	654
1049	138	653
1050	138	653
1051	138	653
1052	139	653
1053	139	654
1054	139	654
1055	139	654
1056	139	654
1057	140	654
1058	140	653
1059	140	653
1060	140	653
1061	140	653
1062	140	653
1063	140	652
1064	140	652
1065	140	652
1066	141	652
1067	141	651
1068	141	651
1069	141	651
1070	141	651
1071	141	650
1072	141	650
1073	141	650
1074	141	650
1075	142	649
1076	142	649
1077	142	649
1078	142	649
1079	142	649
1080	142	649
1081	142	649
1082	142	648
1083	143	648
1084	143	648
1085	143	648
1086	143	647
1087	143	647
1088	143	647
1089	143	647
1090	143	647
1091	144	647
1092	144	647
1093	144	646
1094	144	646
1095	144	646
1096	144	646
1097	144	645
1098	144	645
1099	144	645
1100	145	645
1101	145	645
1102	145	645
1103	145	644
1104	145	644
1105	145	644
1106	145	643
1107	145	643
1108	145	643
1109	146	643
1110	146	643
1111	146	643
1112	146	643
1113	146	643
1114	146	642
1115	146	642
1116	146	642
1117	147	642
1118	147	642
1119	147	641
1120	147	641
1121	147	641
1122	147	641
1123	147	641
1124	147	640
1125	147	640
1126	148	640
1127	148	640
1128	148	640
1129	148	639
1130	148	639
1131	148	639
1132	148	639
1133	148	639
1134	149	638
1135	149	638
1136	149	638
1137	149	637
1138	149	637
1139	149	637
1140	149	637
1141	149	637
1142	149	637
1143	150	636
1144	150	636
1145	150	636
1146	150	636
1147	150	636
1148	150	636
1149	150	636
1150	150	636
1151	151	635
1152	151	635
1153	151	635
1154	151	635
1155	151	635
1156	151	634
1157	151	635
1158	152	635
1159	152	635
1160	152	635
1161	152	635
1162	152	635
1163	152	635
1164	153	635
1165	153	635
1166	153	634
1167	153	634
1168	153	634
1169	153	634
1170	153	634
1171	153	634
1172	154	634
1173	154	633
1174	154	633
1175	154	633
1176	154	633
1177	154	633
1178	154	633
1179	155	633
1180	155	633
1181	155	632
1182	155	632
1183	155	632
1184	155	632
1185	155	632
1186	155	631
1187	155	631
1188	156	631
1189	156	631
1190	156	630
1191	156	630
1192	156	630
1193	156	630
1194	156	630
1195	156	629
1196	156	629
1197	157	629
1198	158	632
1199	158	632
1200	159	636
1201	159	636
1202	159	636
1203	159	636
1204	159	635
1205	159	635
1206	160	635
1207	160	635
1208	160	634
1209	160	634
1210	160	634
1211	160	634
1212	160	634
1213	161	635
1214	161	635
1215	161	635
1216	161	635
1217	161	635
1218	161	635
1219	162	634
1220	162	634
1221	162	634
1222	162	634
1223	162	634
1224	162	634
1225	162	633
1226	162	633
1227	162	633
1228	163	633
1229	163	633
1230	163	633
1231	163	633
1232	163	633
1233	163	632
1234	163	632
1235	164	632
1236	164	632
1237	164	632
1238	164	632
1239	164	631
1240	164	631
1241	164	631
1242	164	631
1243	165	630
1244	165	630
1245	165	630
1246	165	630
1247	165	630
1248	165	630
1249	165	630
1250	166	631
1251	166	630
1252	166	630
1253	166	630
1254	166	630
1255	166	630
1256	167	630
1257	167	630
1258	167	630
1259	167	630
1260	167	629
1261	167	629
1262	167	629
1263	167	629
1264	168	629
1265	168	628
1266	168	628
1267	168	628
1268	168	628
1269	168	628
1270	168	628
1271	169	628
1272	169	628
1273	169	628
1274	169	627
1275	169	627
1276	169	627
1277	169	627
1278	169	627
1279	170	627
1280	170	627
1281	170	627
1282	170	626
1283	170	626
1284	170	626
1285	170	626
1286	170	626
1287	171	625
1288	171	625
1289	171	625
1290	171	625
1291	171	625
1292	171	625
1293	171	624
1294	171	624
1295	172	624
1296	172	624
1297	172	623
1298	172	623
1299	172	623
1300	172	623
1301	172	622
1302	172	622
1303	172	622
1304	172	622
1305	173	622
1306	173	621
1307	173	621
1308	173	621
1309	173	621
1310	173	621
1311	174	621
1312	174	621
1313	174	621
1314	174	621
1315	174	621
1316	174	622
1317	175	621
1318	175	621
1319	175	621
1320	175	621
1321	175	621
1322	175	620
1323	175	620
1324	175	620
1325	175	620
1326	175	619
1327	176	619
1328	176	619
1329	176	618
1330	176	618
1331	176	618
1332	176	618
1333	176	618
1334	176	618
1335	177	617
1336	177	617
1337	177	617
1338	177	617
1339	177	617
1340	177	617
1341	177	616
1342	177	616
1343	177	616
1344	178	616
1345	178	616
1346	178	615
1347	178	615
1348	178	615
1349	178	615
1350	178	614
1351	178	614
1352	178	614
1353	179	614
1354	179	613
1355	179	613
1356	179	613
1357	179	613
1358	179	613
1359	179	612
1360	179	612
1361	179	612
1362	179	612
1363	180	612
1364	180	612
1365	180	612
1366	180	611
1367	180	611
1368	180	611
1369	180	611
1370	181	611
1371	181	611
1372	181	610
1373	181	610
1374	181	610
1375	181	610
1376	181	609
1377	181	609
1378	181	609
1379	181	609
1380	182	608
1381	182	608
1382	182	608
1383	182	608
1384	182	607
1385	182	607
1386	182	607
1387	182	607
1388	183	607
1389	183	607
1390	183	607
1391	183	607
1392	183	607
1393	183	607
1394	183	606
1395	184	606
1396	184	606
1397	184	606
1398	184	606
1399	184	606
1400	184	605
1401	184	605
1402	184	605
1403	184	605
1404	184	604
1405	185	604
1406	185	605
1407	185	605
1408	185	605
1409	185	605
1410	186	604
1411	186	604
1412	186	604
1413	186	604
1414	186	604
1415	186	603
1416	186	604
1417	186	604
1418	187	603
1419	187	604
1420	187	604
1421	187	603
1422	187	603
1423	187	603
1424	187	603
1425	188	603
1426	188	603
1427	188	603
1428	188	603
1429	188	603
1430	189	603
1431	189	603
1432	189	603
1433	189	602
1434	189	602
1435	189	602
1436	189	602
1437	189	601
1438	189	602
1439	190	601
1440	190	601
1441	190	601
1442	190	601
1443	190	601
1444	190	600
1445	190	600
1446	190	600
1447	190	600
1448	191	600
1449	191	599
1450	191	599
1451	191	599
1452	191	599
1453	191	599
1454	191	598
1455	191	598
1456	191	598
1457	192	598
1458	192	598
1459	192	598
1460	192	597
1461	192	597
1462	192	597
1463	192	597
1464	192	597
1465	193	597
1466	193	596
1467	193	596
1468	193	596
1469	193	596
1470	193	596
1471	193	596
1472	193	595
1473	193	595
1474	194	595
1475	194	595
1476	194	594
1477	194	594
1478	194	594
1479	194	594
1480	194	594
1481	195	594
1482	195	594
1483	195	594
1484	195	593
1485	195	593
1486	195	593
1487	195	593
1488	195	592
1489	195	592
1490	195	592
1491	196	592
1492	196	592
1493	196	591
1494	196	591
1495	196	591
1496	196	591
1497	196	591
1498	196	590
1499	196	590
1500	197	590
1501	197	590
1502	197	590
1503	197	589
1504	197	589
1505	197	589
1506	197	589
1507	197	589
1508	198	589
1509	198	589
1510	198	588
1511	198	588
1512	198	588
1513	198	588
1514	198	588
1515	198	587
1516	198	587
1517	199	587
1518	199	587
1519	199	587
1520	199	587
1521	199	587
1522	199	586
1523	199	587
1524	200	586
1525	200	586
1526	200	586
1527	200	586
1528	200	586
1529	200	586
1530	200	586
1531	200	586
1532	201	585
1533	201	585
1534	201	585
1535	201	585
1536	201	585
1537	201	584
1538	201	584
1539	201	584
1540	201	584
1541	202	584
1542	202	584
1543	202	584
1544	202	583
1545	202	583
1546	202	583
1547	202	583
1548	203	583
1549	203	583
1550	203	582
1551	203	582
1552	203	582
1553	203	582
1554	203	582
1555	203	582
1556	204	582
1557	204	582
1558	204	582
1559	204	582
1560	204	582
1561	204	582
1562	205	582
1563	205	582
1564	205	581
1565	205	581
1566	205	581
1567	205	581
1568	205	581
1569	205	580
1570	205	580
1571	206	580
1572	206	580
1573	206	580
1574	206	579
1575	206	579
1576	206	579
1577	206	579
1578	207	579
1579	207	579
1580	207	579
1581	207	579
1582	207	579
1583	207	578
1584	207	578
1585	207	578
1586	207	578
1587	208	578
1588	208	577
1589	208	577
1590	208	577
1591	208	577
1592	208	576
1593	208	576
1594	208	576
1595	208	576
1596	208	576
1597	209	575
1598	209	575
1599	209	575
1600	209	575
1601	209	575
1602	209	575
1603	209	574
1604	209	574
1605	209	574
1606	210	574
1607	210	574
1608	210	573
1609	210	573
1610	210	573
1611	210	573
1612	210	573
1613	210	573
1614	211	572
1615	211	572
1616	211	572
1617	211	572
1618	211	572
1619	211	572
1620	211	571
1621	211	571
1622	211	571
1623	212	571
1624	212	571
1625	212	571
1626	212	570
1627	212	570
1628	212	570
1629	212	570
1630	212	570
1631	213	570
1632	213	569
1633	213	570
1634	213	569
1635	213	569
1636	213	569
1637	213	569
1638	213	569
1639	213	568
1640	214	568
1641	214	568
1642	214	568
1643	214	568
1644	214	568
1645	214	567
1646	214	567
1647	214	567
1648	215	567
1649	215	567
1650	215	567
1651	215	567
1652	215	566
1653	215	566
1654	215	566
1655	215	566
1656	216	566
1657	216	566
1658	216	566
1659	216	566
1660	216	566
1661	216	565
1662	216	565
1663	217	565
1664	217	565
1665	217	565
1666	217	565
1667	217	564
1668	217	564
1669	217	564
1670	217	564
1671	218	564
1672	218	564
1673	218	564
1674	218	564
1675	218	563
1676	218	563
1677	218	563
1678	218	563
1679	218	563
1680	219	562
1681	219	562
1682	219	562
1683	219	562
1684	219	562
1685	219	562
1686	219	562
1687	220	562
1688	220	561
1689	220	561
1690	220	561
1691	220	561
1692	220	561
1693	220	561
1694	220	560
1695	221	561
1696	221	561
1697	221	561
1698	221	560
1699	221	560
1700	221	560
1701	222	560
1702	222	560
1703	222	560
1704	222	560
1705	222	560
1706	222	559
1707	222	559
1708	222	559
1709	222	559
1710	223	559
1711	223	559
1712	223	558
1713	223	558
1714	223	558
1715	223	558
1716	223	558
1717	223	558
1718	224	557
1719	224	557
1720	224	557
1721	224	557
1722	224	557
1723	224	557
1724	224	557
1725	225	557
1726	225	557
1727	225	556
1728	225	556
1729	225	556
1730	225	556
1731	225	556
1732	225	556
1733	226	556
1734	226	556
1735	226	555
1736	226	555
1737	226	555
1738	226	555
1739	226	555
1740	226	555
1741	227	554
1742	227	554
1743	227	554
1744	227	554
1745	227	554
1746	227	554
1747	227	553
1748	227	553
1749	228	553
1750	228	553
1751	228	553
1752	228	553
1753	228	553
1754	228	553
1755	228	553
1756	228	552
1757	229	552
1758	229	552
1759	229	552
1760	229	552
1761	229	552
1762	229	552
1763	229	552
1764	230	551
1765	230	551
1766	230	551
1767	230	551
1768	230	551
1769	230	551
1770	230	551
1771	230	550
1772	231	550
1773	231	550
1774	231	550
1775	231	550
1776	231	550
1777	231	550
1778	231	549
1779	231	549
1780	232	549
1781	232	549
1782	232	549
1783	232	549
1784	232	549
1785	232	549
1786	232	549
1787	233	548
1788	233	548
1789	233	548
1790	233	548
1791	233	548
1792	233	548
1793	233	547
1794	233	547
1795	233	547
1796	234	547
1797	234	547
1798	234	547
1799	234	547
1800	234	546
1801	234	547
1802	234	546
1803	235	546
1804	235	546
1805	235	546
1806	235	546
1807	235	546
1808	235	546
1809	235	546
1810	236	545
1811	236	545
1812	236	545
1813	236	545
1814	236	545
1815	236	545
1816	236	545
1817	236	544
1818	237	544
1819	237	544
1820	237	544
1821	237	544
1822	237	544
1823	237	544
1824	237	543
1825	237	543
1826	237	543
1827	238	543
1828	238	543
1829	238	543
1830	238	542
1831	238	542
1832	238	542
1833	238	542
1834	239	542
1835	239	542
1836	239	542
1837	239	542
1838	239	541
1839	239	541
1840	239	541
1841	239	541
1842	240	541
1843	240	541
1844	240	541
1845	240	540
1846	240	540
1847	240	540
1848	240	540
1849	240	540
1850	240	540
1851	241	539
1852	241	539
1853	241	539
1854	241	539
1855	241	539
1856	241	539
1857	241	538
1858	241	538
1859	242	538
1860	242	538
1861	242	538
1862	242	538
1863	242	538
1864	242	538
1865	242	537
1866	242	537
1867	242	537
1868	243	537
1869	243	537
1870	243	536
1871	243	536
1872	243	536
1873	243	536
1874	243	536
1875	243	536
1876	244	536
1877	244	536
1878	244	535
1879	244	535
1880	244	535
1881	244	535
1882	244	535
1883	244	534
1884	244	534
1885	245	534
1886	245	534
1887	245	534
1888	245	534
1889	245	534
1890	245	534
1891	245	533
1892	246	533
1893	246	533
1894	246	533
1895	246	533
1896	246	533
1897	246	532
1898	246	532
1899	246	532
1900	246	532
1901	247	532
1902	247	532
1903	247	531
1904	247	531
1905	247	531
1906	247	531
1907	247	531
1908	247	530
1909	247	530
1910	247	530
1911	248	530
1912	248	530
1913	248	530
1914	248	530
1915	248	529
1916	248	529
1917	248	529
1918	249	529
1919	249	529
1920	249	529
1921	249	529
1922	249	528
1923	249	528
1924	249	528
1925	249	528
1926	249	528
1927	250	528
1928	250	527
1929	250	527
1930	250	527
1931	250	527
1932	250	527
1933	250	527
1934	250	526
1935	251	527
1936	251	527
1937	251	527
1938	251	527
1939	251	527
1940	251	526
1941	252	526
1942	252	526
1943	252	526
1944	252	527
1945	252	526
1946	253	526
1947	253	526
1948	253	526
1949	253	526
1950	253	526
1951	253	526
1952	253	525
1953	253	525
1954	254	525
1955	254	525
1956	254	525
1957	254	525
1958	254	525
1959	254	524
1960	254	524
1961	254	524
1962	255	524
1963	255	524
1964	255	524
1965	255	523
1966	255	523
1967	255	523
1968	255	523
1969	255	523
1970	255	522
1971	255	522
1972	256	522
1973	256	522
1974	257	524
1975	257	524
1976	257	524
1977	257	524
1978	257	523
1979	257	523
1980	258	523
1981	258	523
1982	258	523
1983	258	523
1984	258	522
1985	258	522
1986	258	522
1987	258	522
1988	258	522
1989	259	522
1990	259	521
1991	259	521
1992	259	521
1993	259	521
1994	259	521
1995	259	521
1996	260	521
1997	260	521
1998	260	521
1999	260	521
2000	260	520
2001	260	520
2002	260	520
2003	261	520
2004	261	520
2005	261	520
2006	261	520
2007	262	521
2008	262	521
2009	262	521
2010	262	521
2011	263	521
2012	263	521
2013	263	521
2014	263	521
2015	263	521
2016	263	521
2017	264	521
2018	264	520
2019	264	520
2020	264	520
2021	264	520
2022	264	520
2023	264	519
2024	264	519
2025	264	519
2026	265	519
2027	265	519
2028	265	519
2029	265	518
2030	265	518
2031	265	518
2032	265	518
2033	265	518
2034	265	517
2035	265	517
2036	266	517
2037	266	517
2038	266	517
2039	266	517
2040	266	517
2041	266	517
2042	266	517
2043	267	516
2044	267	516
2045	267	516
2046	267	516
2047	267	516
2048	267	516
2049	267	516
2050	268	516
2051	268	516
2052	268	515
2053	268	515
2054	268	515
2055	268	515
2056	268	515
2057	268	515
2058	269	514
2059	269	514
2060	269	514
2061	269	514
2062	269	514
2063	269	514
2064	269	514
2065	270	514
2066	270	514
2067	270	513
2068	270	513
2069	270	513
2070	270	513
2071	270	513
2072	270	513
2073	271	513
2074	271	512
2075	271	512
2076	271	512
2077	271	512
2078	271	512
2079	271	512
2080	271	512
2081	272	512
2082	272	511
2083	272	511
2084	272	511
2085	272	511
2086	272	511
2087	272	511
2088	273	511
2089	273	511
2090	273	510
2091	273	510
2092	273	510
2093	273	510
2094	273	510
2095	273	509
2096	273	509
2097	274	509
2098	274	509
2099	274	509
2100	274	509
2101	274	509
2102	274	508
2103	274	508
2104	274	508
2105	274	508
2106	275	508
2107	275	508
2108	275	508
2109	275	507
2110	275	507
2111	275	507
2112	275	507
2113	275	507
2114	276	507
2115	276	507
2116	276	506
2117	276	506
2118	276	506
2119	276	506
2120	276	506
2121	276	506
2122	277	505
2123	277	505
2124	277	505
2125	277	505
2126	277	505
2127	277	505
2128	277	505
2129	278	505
2130	278	505
2131	278	504
2132	278	504
2133	278	504
