iter	MultiClass
268	1.247396273
269	1.246098772
270	1.245346769
271	1.244224224
272	1.242624724
273	1.240348938
274	1.239258614
275	1.237668019
276	1.235779045
277	1.233462529
278	1.232248586
279	1.230992113
280	1.229843425
281	1.228706195
282	1.227110903
283	1.225835241
284	1.225186227
285	1.223824407
286	1.222897342
287	1.221994795
288	1.22052632
289	1.218816697
290	1.217127386
291	1.215952912
292	1.213537153
293	1.211356044
294	1.209119335
295	1.206467895
296	1.205799938
297	1.20445216
298	1.202862105
299	1.20180377
300	1.201101937
301	1.200388233
302	1.19900096
303	1.196701175
304	1.194564436
305	1.19289138
306	1.192008474
307	1.191251569
308	1.18957348
309	1.187868643
310	1.186669244
311	1.184471464
312	1.182054761
313	1.180088611
314	1.178694015
315	1.177664647
316	1.176428852
317	1.175228651
318	1.174351897
319	1.173594592
320	1.17172464
321	1.169972644
322	1.168843043
323	1.168031717
324	1.166990135
325	1.165810128
326	1.164820434
327	1.163405347
328	1.162312368
329	1.161576112
330	1.160933824
331	1.1600157
332	1.15784482
333	1.156862911
334	1.155152313
335	1.154347414
336	1.153082843
337	1.151330793
338	1.150920781
339	1.149421418
340	1.148488392
341	1.147629765
342	1.146002642
343	1.144882201
344	1.144002203
345	1.142363585
346	1.140868007
347	1.139651736
348	1.138031606
349	1.136970567
350	1.13653215
351	1.135764078
352	1.134721053
353	1.133592312
354	1.1323377
355	1.130427596
356	1.129724071
357	1.12828936
358	1.126998717
359	1.125403765
360	1.124033182
361	1.123056186
362	1.122307473
363	1.121165568
364	1.119792048
365	1.118912714
366	1.117090914
367	1.115495781
368	1.114632845
369	1.114007505
370	1.113147791
371	1.111833587
372	1.110319794
373	1.109668011
374	1.108819932
375	1.107771152
376	1.107197432
377	1.10597
378	1.104340196
379	1.102034141
380	1.100818886
381	1.099720882
382	1.098603921
383	1.098353053
384	1.096624632
385	1.095599661
386	1.094171339
387	1.092765186
388	1.092483198
389	1.091975241
390	1.090518697
391	1.089361745
392	1.088301274
393	1.087869638
394	1.086388702
395	1.085351171
396	1.084963021
397	1.084109859
398	1.083864503
399	1.082655166
400	1.08202844
401	1.080616072
402	1.079723972
403	1.078924779
404	1.078025199
405	1.076219408
406	1.075981866
407	1.074639891
408	1.073637468
409	1.072808818
410	1.072603157
411	1.07142026
412	1.070248325
413	1.069333588
414	1.068419383
415	1.067289053
416	1.066058019
417	1.065372164
418	1.06365241
419	1.062813061
420	1.062262997
421	1.060369763
422	1.060020733
423	1.059060658
424	1.058533758
425	1.057542242
426	1.057049546
427	1.056121365
428	1.05493238
429	1.054158639
430	1.053457124
431	1.052388082
432	1.05131516
433	1.049856126
434	1.049029104
435	1.047883904
436	1.046452129
437	1.045932146
438	1.045356424
439	1.04499156
440	1.04414095
441	1.043646712
442	1.042689622
443	1.040849696
444	1.039758373
445	1.038957873
446	1.03801524
447	1.037125323
448	1.036135271
449	1.035155826
450	1.034037267
451	1.033395325
452	1.032655437
453	1.031833512
454	1.031065142
455	1.03039086
456	1.02886571
457	1.02774663
458	1.026884128
459	1.026262902
460	1.025730831
461	1.024564291
462	1.023466624
463	1.023215172
464	1.02242674
465	1.021784215
466	1.020517721
467	1.019886512
468	1.019025191
469	1.017341378
470	1.016976212
471	1.015739796
472	1.015116681
473	1.014012859
474	1.01312823
475	1.012038462
476	1.010190959
477	1.009425212
478	1.008072826
479	1.00771423
480	1.006818656
481	1.006047932
482	1.005000894
483	1.003902223
484	1.003322109
485	1.002249242
486	1.001868904
487	1.00141786
488	1.000672182
489	0.9999715179
490	0.9994393738
491	0.9987308861
492	0.9980804862
493	0.9971808033
494	0.9965870138
495	0.9960110598
496	0.9954446862
497	0.9943849457
498	0.993655977
499	0.9928675013
500	0.9921027848
501	0.9911062983
502	0.9904159763
503	0.9900216179
504	0.9893697164
505	0.9886568652
506	0.9876899133
507	0.9873027226
508	0.9864276437
509	0.9855855762
510	0.9844753892
511	0.9834767604
512	0.9826711286
513	0.9821819448
514	0.9818776775
515	0.9814949972
516	0.9808962418
517	0.9805827718
518	0.98015476
519	0.9795386941
520	0.9786567776
521	0.9781720376
522	0.9774255488
523	0.9766079355
524	0.9760564427
525	0.9753641837
526	0.9748284722
527	0.9743073425
528	0.9737093312
529	0.9727228453
530	0.9721104135
531	0.9711903231
532	0.9702591913
533	0.9695460738
534	0.9689823712
535	0.9681627486
536	0.967552364
537	0.9667214507
538	0.9663962611
539	0.965572892
540	0.9648776842
541	0.9640517131
542	0.9632726579
543	0.9625779176
544	0.9618491891
545	0.9610227543
546	0.9598933951
547	0.9593599031
548	0.9583415947
549	0.9576246776
550	0.9567077381
551	0.9563647538
552	0.9556097317
553	0.9552496287
554	0.9541727859
555	0.9535465751
556	0.9528055061
557	0.9522765326
558	0.9517580853
559	0.9512444668
560	0.9506750854
561	0.9499257679
562	0.9494337408
563	0.9486030101
564	0.948208084
565	0.9478475375
566	0.9474709505
567	0.9470277328
568	0.9466135924
569	0.9459036968
570	0.9452465744
571	0.9448889683
572	0.9444352975
573	0.9437442371
574	0.9434531899
575	0.9430854135
576	0.9422894161
577	0.9419291602
578	0.9412426096
579	0.9403933041
580	0.9400108674
581	0.939668733
582	0.9394889183
583	0.9387581051
584	0.9378563346
585	0.937211638
586	0.936794131
587	0.9357608302
588	0.9351863534
589	0.9344458593
590	0.9342296332
591	0.9335222536
592	0.9329763308
593	0.9324998244
594	0.931916287
595	0.9314287011
596	0.9308651049
597	0.9303075893
598	0.9296978629
599	0.929263113
600	0.9287493801
601	0.9282685136
602	0.927457602
603	0.9271843093
604	0.9268275546
605	0.9261237081
606	0.9258393186
607	0.9253994337
608	0.9247060604
609	0.9237036821
610	0.9227961864
611	0.9220324763
612	0.9216835987
613	0.9213965342
614	0.920576208
615	0.9201152902
616	0.9195486129
617	0.9190296028
618	0.9184176041
619	0.9181368379
620	0.9177317379
621	0.9170522048
622	0.9164549929
623	0.9159493643
624	0.9156882311
625	0.9149868689
626	0.9141623896
627	0.9135202005
628	0.9129149272
629	0.9125017051
630	0.9120923158
631	0.9115957523
632	0.9113265978
633	0.91038043
634	0.9101678127
635	0.9096249875
636	0.9091812007
637	0.9083050217
638	0.9078736118
639	0.9073351051
640	0.9063957079
641	0.9060043143
642	0.9058312779
643	0.905168908
644	0.9047054576
645	0.9040536249
646	0.9036247176
647	0.903503291
648	0.9028117487
649	0.9020708036
650	0.9017109751
651	0.9011321969
652	0.9004895121
653	0.8997319961
654	0.8989962972
655	0.8984542001
656	0.8978629814
657	0.8969565175
658	0.8964982055
659	0.895977781
660	0.895700973
661	0.895031694
662	0.8947827545
663	0.8936842319
664	0.8932387948
665	0.8925957064
666	0.8918451163
667	0.8911798158
668	0.8902504821
669	0.8897574803
670	0.889355703
671	0.8890211728
672	0.8884724094
673	0.8879162135
674	0.8871261987
675	0.8863180338
676	0.8858875857
677	0.8853805765
678	0.8845570353
679	0.884162633
680	0.8838474739
681	0.8833634066
682	0.8829055995
683	0.8823126427
684	0.8818125374
685	0.881109621
686	0.8804445281
687	0.8803270787
688	0.8795472414
689	0.8787326534
690	0.8779934381
691	0.8773578911
692	0.8765259252
693	0.8755818862
694	0.87524354
695	0.874953427
696	0.8748112686
697	0.8742909381
698	0.8737040959
699	0.873364061
700	0.8729287875
701	0.8726052535
702	0.8720319472
703	0.8716292007
704	0.8711357737
705	0.8708661992
706	0.8700540622
707	0.869199473
708	0.8687069245
709	0.8683436103
710	0.86797896
711	0.8671650907
712	0.8668183396
713	0.8662003403
714	0.8654012895
715	0.8650265008
716	0.8646240556
717	0.8643112085
718	0.863844615
719	0.8634052213
720	0.8626916261
721	0.8618807283
722	0.8616314994
723	0.8610323413
724	0.8601398597
725	0.8597848263
726	0.8593151294
727	0.8580754238
728	0.8573923455
729	0.8569349498
730	0.8564064006
731	0.8562888455
732	0.8560230615
733	0.8554446845
734	0.8547991466
735	0.8545378192
736	0.853903516
737	0.8533506591
738	0.8528456747
739	0.8522834048
740	0.8517469852
741	0.8512241551
742	0.8507364692
743	0.8503549742
744	0.8498446181
745	0.8492998432
746	0.8486809995
747	0.8481858269
748	0.8472593427
749	0.8469154462
750	0.8465184023
751	0.845704063
752	0.8451925109
753	0.8445520746
754	0.8441777961
755	0.8434530057
756	0.8428184363
757	0.8423615027
758	0.8418541813
759	0.841761123
760	0.8416543041
761	0.8410051709
762	0.8406592361
763	0.8401569853
764	0.8395265515
765	0.8391921847
766	0.8388109244
767	0.8381670981
768	0.8377192337
769	0.8374069384
770	0.8372103275
771	0.8365704042
772	0.8360266928
773	0.8355135902
774	0.8348173395
775	0.8343797139
776	0.8337026499
777	0.8334415149
778	0.83312485
779	0.8327158376
780	0.8322697759
781	0.8320805316
782	0.8316694996
783	0.8311760706
784	0.8309224348
785	0.8308192403
786	0.8301921484
787	0.829924898
788	0.829448523
789	0.828782738
790	0.8280910755
791	0.827513005
792	0.8268350722
793	0.8265154147
794	0.8262535675
795	0.825740284
796	0.8251817656
797	0.8247545633
798	0.8241233095
799	0.823729214
800	0.8233045703
801	0.8228883213
802	0.8225961621
803	0.822200331
804	0.8220543586
805	0.8218216618
806	0.8214377126
807	0.8206988575
808	0.8204360003
809	0.8198524428
810	0.8194459928
811	0.8187852933
812	0.8184397033
813	0.8180412176
814	0.817848375
815	0.8172481123
816	0.8166532978
817	0.8165596219
818	0.8156743684
819	0.8152328366
820	0.8148401069
821	0.8145404936
822	0.8139097918
823	0.8133800428
824	0.8130864632
825	0.8128268291
826	0.8122449728
827	0.8117089172
828	0.8108893215
829	0.8105627239
830	0.8101013913
831	0.8099074833
832	0.8095428285
833	0.8091137285
834	0.808546124
835	0.8081621486
836	0.8075790421
837	0.8071834055
838	0.8066375208
839	0.8062935702
840	0.8057454265
841	0.80551154
842	0.8050274885
843	0.8047081941
844	0.8042044999
845	0.8039369405
846	0.8034784987
847	0.8030497347
848	0.8026537646
849	0.8023937413
850	0.8016624109
851	0.8011058622
852	0.8008154486
853	0.800643161
854	0.8005358792
855	0.7999842774
856	0.7994964013
857	0.799197175
858	0.7990807437
859	0.7987080357
860	0.7982717159
861	0.7980219515
862	0.7975637235
863	0.7971261724
864	0.7968743031
865	0.7965770744
866	0.796087697
867	0.7957948433
868	0.7954854024
869	0.7949406301
870	0.7947018885
871	0.7942672933
872	0.7938688524
873	0.7934125989
874	0.7929223933
875	0.7922730625
876	0.7918320529
877	0.7914790163
878	0.7909989212
879	0.7904020129
880	0.7899193599
881	0.7894606659
882	0.7892447833
883	0.7890370333
884	0.7884756619
885	0.7882161616
886	0.7877570561
887	0.7875677026
888	0.7870910589
889	0.7867717187
890	0.7866119683
891	0.7861334833
892	0.7858703419
893	0.7853220143
894	0.7849225958
895	0.7844824662
896	0.7842245438
897	0.7838836382
898	0.7834801412
899	0.7832460064
900	0.7828011806
901	0.782680866
902	0.7825156398
903	0.7822671483
904	0.7820072542
905	0.7816682054
906	0.7811700449
907	0.7809642898
908	0.7806850905
909	0.7802453573
910	0.7797443647
911	0.7793872914
912	0.7790041372
913	0.7788159386
914	0.7784230318
915	0.7779817983
916	0.7776345265
917	0.7771249261
918	0.7767575059
919	0.7762557211
920	0.7760066775
921	0.7758847519
922	0.7754703452
923	0.7751839703
924	0.7747586835
925	0.7744781856
926	0.7741375813
927	0.7738003358
928	0.7734261898
929	0.7731679928
930	0.7729749079
931	0.7725542327
932	0.7719295824
933	0.7716183798
934	0.7712734337
935	0.7710991714
936	0.7707540954
937	0.7704404133
938	0.7701419485
939	0.7698500515
940	0.7697163171
941	0.7693645267
942	0.7690280014
943	0.768800949
944	0.7683574156
945	0.7677737637
946	0.7674629962
947	0.7670842098
948	0.7663863719
949	0.7661670684
950	0.765970131
951	0.7654057427
952	0.7650913792
953	0.7648395714
954	0.7646035853
955	0.7642017247
956	0.7638370198
957	0.7635088688
958	0.7630382984
959	0.7628266709
960	0.7626122465
961	0.7620597783
962	0.7617393663
963	0.761325392
964	0.7610102619
965	0.7606599187
966	0.7602140637
967	0.7600370068
968	0.7598833626
969	0.7596798707
970	0.7593886287
971	0.7591389202
972	0.7586667573
973	0.7584422596
974	0.7583410026
975	0.7578972395
976	0.7576548143
977	0.7574341762
978	0.7569799435
979	0.7568807524
980	0.7564787156
981	0.7563519509
982	0.7560764008
983	0.7556078065
984	0.755324842
985	0.7550295138
986	0.7548134314
987	0.7543883281
988	0.7541383131
989	0.7538861535
990	0.7533920929
991	0.7531258496
992	0.7527715426
993	0.7524816983
994	0.7522440281
995	0.7519012228
996	0.7514051769
997	0.7510812993
998	0.7507091898
999	0.7505547252
1000	0.7502280007
1001	0.7499106652
1002	0.7497733159
1003	0.74939319
1004	0.749050571
1005	0.748716861
1006	0.7483345276
1007	0.7480125661
1008	0.7474235548
1009	0.7472689539
1010	0.7466853451
1011	0.7464504295
1012	0.7461419987
1013	0.7457855929
1014	0.7455203041
1015	0.7453137067
1016	0.7448243056
1017	0.7445207522
1018	0.7439491469
1019	0.7436647399
1020	0.7434560636
1021	0.743325731
1022	0.7427247026
1023	0.7422073538
1024	0.7420321817
1025	0.7417892435
1026	0.7416243233
1027	0.7413570522
1028	0.741162978
1029	0.7407077345
1030	0.7402186392
1031	0.7401533604
1032	0.7397979885
1033	0.7394942464
1034	0.7392590756
1035	0.7390167775
1036	0.7386251492
1037	0.7380425803
1038	0.7378719418
1039	0.7373166111
1040	0.7371298853
1041	0.7367229503
1042	0.7365825008
1043	0.7361174842
1044	0.7359166754
1045	0.7356129607
1046	0.7350836731
1047	0.7347992875
1048	0.7345158583
1049	0.7342374937
1050	0.7337755817
1051	0.7335205827
1052	0.7332135157
1053	0.7329218646
1054	0.7325853695
1055	0.732320194
1056	0.7319842399
1057	0.7316893169
1058	0.7315149293
1059	0.7314236263
1060	0.7310911164
1061	0.7308482977
1062	0.7303652971
1063	0.7300689182
1064	0.7298827444
1065	0.7296359573
1066	0.7293738693
1067	0.7291095037
1068	0.7289188394
1069	0.7287533374
1070	0.7283620857
1071	0.7281162532
1072	0.727806581
1073	0.7275707223
1074	0.7272733802
1075	0.7269291629
1076	0.7266492881
1077	0.7262139211
1078	0.7259998457
1079	0.7258375834
1080	0.7253052226
1081	0.7250976317
1082	0.7248310795
1083	0.7246268319
1084	0.7242055938
1085	0.72404976
1086	0.723856052
1087	0.7235343946
1088	0.7234074971
1089	0.7230756744
1090	0.7229280517
1091	0.7223663455
1092	0.7219788843
1093	0.7217513597
1094	0.7215027416
1095	0.7213247513
1096	0.721028701
1097	0.7204630541
1098	0.7199442443
1099	0.7196662742
1100	0.7194731272
1101	0.7191977134
1102	0.7185638668
1103	0.7182896547
1104	0.7180129466
1105	0.7175228489
1106	0.7173545206
1107	0.7171175031
1108	0.7169154048
1109	0.7167635837
1110	0.7161707213
1111	0.7157064714
1112	0.7154122438
1113	0.7152397634
1114	0.7149046008
1115	0.7146604565
1116	0.7144971037
1117	0.7142786686
1118	0.7140841058
1119	0.7138247181
1120	0.7136100321
1121	0.7132350981
1122	0.7125077039
1123	0.7122321774
1124	0.7120390188
1125	0.7118386293
1126	0.7116008335
1127	0.7111803365
1128	0.710982477
1129	0.7107277416
1130	0.710396332
1131	0.7099075942
1132	0.7096283461
1133	0.7093331691
1134	0.709082396
1135	0.7089543907
1136	0.7088319387
1137	0.7085967373
1138	0.7084326299
1139	0.7083524953
1140	0.708238566
1141	0.7080131823
1142	0.7074726496
1143	0.7069619971
1144	0.7065999902
1145	0.7063396331
1146	0.7061940333
1147	0.7060063392
1148	0.7057700203
1149	0.7054878695
1150	0.7051710407
1151	0.7051417586
1152	0.7048102039
1153	0.7044804024
1154	0.7041489869
1155	0.7039787552
1156	0.7035156791
1157	0.7033305086
1158	0.7029929393
1159	0.7029405173
1160	0.7027547438
1161	0.7024856198
1162	0.7019556852
1163	0.7017290583
1164	0.701430153
1165	0.7010761998
1166	0.7009362969
1167	0.7006777791
1168	0.7004607885
1169	0.7001736145
1170	0.6998558666
1171	0.699385297
1172	0.6989381299
1173	0.6987985214
1174	0.6985963187
1175	0.6981805832
1176	0.6977504183
1177	0.6972973882
1178	0.6969565568
1179	0.6967789529
1180	0.6964686529
1181	0.6961777883
1182	0.6960520413
1183	0.6957887976
1184	0.6954443489
1185	0.6952404148
1186	0.6947052561
1187	0.6945858721
1188	0.6941721624
1189	0.6939331653
1190	0.6936226229
1191	0.6932966302
1192	0.6931035519
1193	0.6927804672
1194	0.6924395052
1195	0.692309044
1196	0.6920837329
1197	0.6919133933
1198	0.6915362329
1199	0.691306381
1200	0.6907959738
1201	0.6904267834
1202	0.6902583104
1203	0.6900999748
1204	0.6897184719
1205	0.6894116024
1206	0.689208936
1207	0.6889375832
1208	0.6888172857
1209	0.6885310566
1210	0.6882036133
1211	0.6879260466
1212	0.6874978427
1213	0.6872173225
1214	0.6868798046
1215	0.6865535485
1216	0.6863107716
1217	0.6861068545
1218	0.6859587969
1219	0.6855952397
1220	0.6854840279
1221	0.6852910677
1222	0.6848366471
1223	0.6843533388
1224	0.6842097672
1225	0.6839946518
1226	0.6836813937
1227	0.683427851
1228	0.682929005
1229	0.6825972236
1230	0.6824520777
1231	0.682091234
1232	0.6816878347
1233	0.6815916271
1234	0.6814164487
1235	0.6810656313
1236	0.6808878033
1237	0.6807122866
1238	0.6805621632
1239	0.6803646797
1240	0.6798128333
1241	0.6794694379
1242	0.6792932336
1243	0.6791076008
1244	0.6786487351
1245	0.6784694527
1246	0.6780364537
1247	0.6778315309
1248	0.6775663439
1249	0.6774806912
1250	0.6770752771
1251	0.6766863298
1252	0.6763869389
1253	0.6762098515
1254	0.6759516536
1255	0.6756313632
1256	0.6754620707
1257	0.6752366524
1258	0.6751144626
1259	0.6749244193
1260	0.6746638747
1261	0.6743773314
1262	0.6741097567
1263	0.6738464631
1264	0.6735712527
1265	0.6732523207
1266	0.6729625948
1267	0.6728863703
1268	0.6722451927
1269	0.6719711565
1270	0.6716193218
1271	0.6714911977
1272	0.6712008261
1273	0.6709954182
1274	0.6706659365
1275	0.6704747532
1276	0.6703743035
1277	0.6701799519
1278	0.6698283225
1279	0.6695572013
1280	0.6694284905
1281	0.6693115329
1282	0.6691656477
1283	0.6689072213
1284	0.6686374618
1285	0.6684444726
1286	0.6681986771
1287	0.6680396083
1288	0.6676723051
1289	0.6674497707
1290	0.6672288344
1291	0.6669959835
1292	0.6668587041
1293	0.6666298365
1294	0.6663835114
1295	0.6662082809
1296	0.666035596
1297	0.6658913479
1298	0.6657920875
1299	0.6654430483
1300	0.6652458526
1301	0.6651946333
1302	0.6648733343
1303	0.6646927429
1304	0.6641891663
1305	0.6640513292
1306	0.6639048089
1307	0.6635506682
1308	0.6632394204
1309	0.6629086681
1310	0.6626595815
1311	0.6623813641
1312	0.6621072253
1313	0.6619358705
1314	0.6615805372
1315	0.6611776699
1316	0.6609895834
1317	0.6607694326
1318	0.6605040896
1319	0.6603220849
1320	0.6598954843
1321	0.659708805
1322	0.6595602252
1323	0.6594719816
1324	0.6591226745
1325	0.6589474586
1326	0.6587532347
1327	0.6583575623
1328	0.6581402643
1329	0.657777243
1330	0.6573115376
1331	0.6568702323
1332	0.6568187438
1333	0.6566583968
1334	0.6563731991
1335	0.6562223975
1336	0.6560051202
1337	0.6558300975
1338	0.6556583053
1339	0.6553155181
1340	0.6550802824
1341	0.6548926672
1342	0.654495659
1343	0.6543536303
1344	0.6542176508
1345	0.6539154481
1346	0.6537923685
1347	0.6534606342
1348	0.6532080843
1349	0.6531000307
1350	0.6529225135
1351	0.6527884192
1352	0.65250091
1353	0.6524278089
1354	0.6522151358
1355	0.6520497469
1356	0.6519314384
1357	0.6514987134
1358	0.6513300229
1359	0.6511070683
1360	0.6509238877
1361	0.6507231724
1362	0.6506464702
1363	0.6503691406
1364	0.6502745867
1365	0.6500854636
1366	0.6496624099
1367	0.6494426403
1368	0.6492710136
1369	0.6490374088
1370	0.6487635437
1371	0.648694542
1372	0.6484350638
1373	0.6481815525
1374	0.647999889
1375	0.6478578981
1376	0.6476699621
1377	0.6474375196
1378	0.6472500737
1379	0.6468244616
1380	0.6465133734
1381	0.6463178652
1382	0.6461133407
1383	0.6459193676
1384	0.6457213952
1385	0.6453077385
1386	0.6450023822
1387	0.6447218298
1388	0.6446340434
1389	0.6444580171
1390	0.6442210219
1391	0.6439833608
1392	0.6439292052
1393	0.6437905924
1394	0.6433244494
1395	0.6431110422
1396	0.6428051852
1397	0.6425952199
1398	0.6425045778
1399	0.6423461336
1400	0.6419585234
1401	0.6417916442
1402	0.6415546744
1403	0.6412780506
1404	0.6411788412
1405	0.6409629129
1406	0.6407526514
1407	0.6406646448
1408	0.6405478381
1409	0.6403424278
1410	0.6401048782
1411	0.6399784598
1412	0.639747899
1413	0.6396430313
1414	0.6394316968
1415	0.6393046128
1416	0.6390899474
1417	0.6389344355
1418	0.6386825131
1419	0.6384852703
1420	0.6383220217
1421	0.6379691861
1422	0.6378249488
1423	0.6376049534
1424	0.6374240225
1425	0.6371338936
1426	0.6370113806
1427	0.6369527756
1428	0.6367190233
1429	0.6362848918
1430	0.6361052303
1431	0.6358696349
1432	0.6355577474
1433	0.6353933828
1434	0.6352632639
1435	0.6350479189
1436	0.6347253135
1437	0.6345693073
1438	0.6341645582
1439	0.6340897113
1440	0.6338391114
1441	0.633552188
1442	0.6333476613
1443	0.6330822052
1444	0.632895322
1445	0.6328276852
1446	0.6326353527
1447	0.6323947254
1448	0.6322334308
1449	0.632100972
1450	0.63179122
1451	0.6315604273
1452	0.6313776486
1453	0.6312189945
1454	0.6311704795
1455	0.6309709389
1456	0.6307822843
1457	0.6306602532
1458	0.6304723122
1459	0.6303599996
1460	0.6301569083
1461	0.6299301749
1462	0.6297704358
1463	0.6296620966
1464	0.6294751105
1465	0.6291504039
1466	0.6289853974
1467	0.628850168
1468	0.6285910001
1469	0.6284789651
1470	0.6283589099
1471	0.6279245693
1472	0.6277623039
1473	0.6276587527
1474	0.6275515946
1475	0.6272067379
1476	0.6269689207
1477	0.6268654
1478	0.6267082114
1479	0.6265559148
1480	0.626379939
1481	0.6261569708
1482	0.6259203794
1483	0.6256433909
1484	0.6254498556
1485	0.6252632151
1486	0.6249822476
1487	0.6248871462
1488	0.624529235
1489	0.6243877666
1490	0.6241888985
1491	0.6239447109
1492	0.6237932846
1493	0.6236362791
1494	0.6235302634
1495	0.6234867697
1496	0.6233949519
1497	0.6233783858
1498	0.6232491303
1499	0.6230666622
1500	0.6230071551
1501	0.6226703932
1502	0.6225515793
1503	0.6224527992
1504	0.6221767686
1505	0.6220352347
1506	0.6218189586
1507	0.6215062306
1508	0.6213502325
1509	0.621145816
1510	0.6209891084
1511	0.6208099829
1512	0.6205559544
1513	0.6202054759
1514	0.6200112317
1515	0.6198841169
1516	0.6197152285
1517	0.6195014295
1518	0.6191699363
1519	0.6189825234
1520	0.6188703162
1521	0.6186794044
1522	0.6185148013
1523	0.6184141343
1524	0.6181944434
1525	0.6179845667
1526	0.6177834895
1527	0.6176955283
1528	0.6172488415
1529	0.6171320917
1530	0.6169568322
1531	0.6168313912
1532	0.6165226773
1533	0.6164168658
1534	0.616287942
1535	0.6161364938
1536	0.6160206758
1537	0.6157432035
1538	0.6156141861
1539	0.615396251
1540	0.6153009485
1541	0.6150928276
1542	0.6147034026
1543	0.6146323125
1544	0.6144979407
1545	0.6143721073
1546	0.6141362665
1547	0.6138881923
1548	0.6137282798
1549	0.6136154429
1550	0.6134943549
1551	0.6132682788
1552	0.6131918221
1553	0.6129624512
1554	0.6127914482
1555	0.6126687726
