iter	MultiClass
1556	0.6125840308
1557	0.6123140191
1558	0.6122179536
1559	0.6120981786
1560	0.6118257219
1561	0.6116675516
1562	0.6115904181
1563	0.611313322
1564	0.6110812185
1565	0.610865196
1566	0.6105558743
1567	0.6105140511
1568	0.610194739
1569	0.6100608072
1570	0.6098488597
1571	0.6096355114
1572	0.6093468576
1573	0.6092062379
1574	0.6091308659
1575	0.6088508965
1576	0.6087261795
1577	0.6084644105
1578	0.6083626527
1579	0.6081755041
1580	0.6080528627
1581	0.6078829088
1582	0.6077254117
1583	0.6075980667
1584	0.6074212923
1585	0.6071414543
1586	0.6070214302
1587	0.6069774711
1588	0.606881402
1589	0.6066608243
1590	0.6062857896
1591	0.6060230637
1592	0.605885821
1593	0.6055852289
1594	0.6054279522
1595	0.605233813
1596	0.6049307758
1597	0.6046162402
1598	0.6043369333
1599	0.6041684021
1600	0.6040344323
1601	0.6039920624
1602	0.6038452449
1603	0.6034456639
1604	0.6032874135
1605	0.6031714149
1606	0.6030213364
1607	0.6028480599
1608	0.6025571696
1609	0.6024496325
1610	0.6021098038
1611	0.6019881491
1612	0.6018359476
1613	0.601729865
1614	0.6014294693
1615	0.6012276878
1616	0.6009983073
1617	0.6008584199
1618	0.600715763
1619	0.6005331214
1620	0.6003118481
1621	0.6001510502
1622	0.5999614522
1623	0.5997371106
1624	0.5995221301
1625	0.5993668535
1626	0.5992370173
1627	0.5990773962
1628	0.5988291261
1629	0.5987347637
1630	0.5985384854
1631	0.5984099918
1632	0.5982280504
1633	0.59808567
1634	0.5978911043
1635	0.5977578968
1636	0.5975882977
1637	0.5974666578
1638	0.5972696991
1639	0.5971509284
1640	0.5970274337
1641	0.5968666472
1642	0.5967295506
1643	0.5965502462
1644	0.59627512
1645	0.5961133002
1646	0.5959874174
1647	0.5958279469
1648	0.595628944
1649	0.5955375419
1650	0.5954325275
1651	0.5953343327
1652	0.5952524638
1653	0.5950555268
1654	0.5948668217
1655	0.5946690827
1656	0.5944178026
1657	0.5942745547
1658	0.5939847132
1659	0.5937845795
1660	0.593624559
1661	0.5934928048
1662	0.5933952472
1663	0.5932257062
1664	0.5930868418
1665	0.5928914807
1666	0.5927741824
1667	0.5926390353
1668	0.5924822235
1669	0.5923767897
1670	0.5922464303
1671	0.5921318168
1672	0.5920233495
1673	0.5918995244
1674	0.5916868904
1675	0.5915543615
1676	0.5914197148
1677	0.5912782267
1678	0.5909912654
1679	0.5908844317
1680	0.5907492184
1681	0.5906299395
1682	0.5906014798
1683	0.5903779847
1684	0.5902464722
1685	0.5900484619
1686	0.5898743044
1687	0.589526164
1688	0.5894088047
1689	0.5892083269
1690	0.5891226803
1691	0.5889109618
1692	0.588722267
1693	0.5886909791
1694	0.588654941
1695	0.5885447286
1696	0.5883955364
1697	0.5880631828
1698	0.5879160423
1699	0.5876383275
1700	0.5873793141
1701	0.5872129664
1702	0.5869729596
1703	0.5868445103
1704	0.5866422286
1705	0.5864205728
1706	0.5863059103
1707	0.5862682796
1708	0.5861739575
1709	0.5860282631
1710	0.5858886777
1711	0.5857392482
1712	0.5854412343
1713	0.5852853526
1714	0.5852059872
1715	0.5850288996
1716	0.5846401258
1717	0.5844713668
1718	0.584393202
1719	0.5842516583
1720	0.5840812558
1721	0.5839211521
1722	0.5836659104
1723	0.5835963349
1724	0.5835116748
1725	0.583477768
1726	0.5833209432
1727	0.5831373532
1728	0.5829469708
1729	0.5828238327
1730	0.5827285174
1731	0.5826188624
1732	0.5824343308
1733	0.5822841024
1734	0.5822057131
1735	0.5820680444
1736	0.5819855836
1737	0.5819104189
1738	0.5817590429
1739	0.5815437803
1740	0.5814044032
1741	0.5812162129
1742	0.5810962272
1743	0.5809930395
1744	0.5807275353
1745	0.5806061978
1746	0.5805138171
1747	0.5804729145
1748	0.5802026032
1749	0.5800471939
1750	0.5797396876
1751	0.5795299725
1752	0.5794493884
1753	0.5794150025
1754	0.5793370395
1755	0.579197061
1756	0.5790737669
1757	0.5787903262
1758	0.5787190392
1759	0.5785794983
1760	0.5783256349
1761	0.5782432183
1762	0.5781176915
1763	0.5780491799
1764	0.5779060244
1765	0.5777724023
1766	0.5776519582
1767	0.5774906437
1768	0.5772192106
1769	0.5770557824
1770	0.5769498725
1771	0.5767043327
1772	0.5765175322
1773	0.5764575882
1774	0.5762699661
1775	0.5761274593
1776	0.5758020244
1777	0.575734955
1778	0.5754891861
1779	0.5753837891
1780	0.5751447538
1781	0.5750185302
1782	0.5747897131
1783	0.5746147307
1784	0.5742676467
1785	0.5741666018
1786	0.57404636
1787	0.573971298
1788	0.573863021
1789	0.5737477853
1790	0.5736956708
1791	0.5735728411
1792	0.5732418959
1793	0.5727569717
1794	0.5726332415
1795	0.5725019803
1796	0.5722832149
1797	0.5721747413
1798	0.5721412907
1799	0.5719890046
1800	0.5717296605
1801	0.5716010682
1802	0.5714054247
1803	0.5711456959
1804	0.571024622
1805	0.5706897824
1806	0.570537887
1807	0.5704338194
1808	0.5702065716
1809	0.5700627243
1810	0.5699682214
1811	0.5697605567
1812	0.5696688303
1813	0.5695720726
1814	0.5694975934
1815	0.5692542401
1816	0.5690402893
1817	0.5688893105
1818	0.568617184
1819	0.568370992
1820	0.5680295415
1821	0.5679876928
1822	0.5679348429
1823	0.5678299149
1824	0.56773432
1825	0.5675474404
1826	0.56746297
1827	0.5673249391
1828	0.5671974656
1829	0.5670911688
1830	0.5669634693
1831	0.5668387003
1832	0.5667480482
1833	0.5665663983
1834	0.5662495322
1835	0.5661549906
1836	0.5660308035
1837	0.565762845
1838	0.5655349038
1839	0.5653805964
1840	0.565201007
1841	0.5650876704
1842	0.5648884565
1843	0.5647594088
1844	0.5646628095
1845	0.5645670577
1846	0.5644542027
1847	0.5642724764
1848	0.5641605327
1849	0.564086575
1850	0.5639819686
1851	0.5638802736
1852	0.5636718065
1853	0.563592665
1854	0.5634337311
1855	0.5632100373
1856	0.5631200136
1857	0.5630341282
1858	0.5628778341
1859	0.5627984683
1860	0.5626641256
1861	0.562569353
1862	0.5624064781
1863	0.5622738741
1864	0.5622265751
1865	0.5621597343
1866	0.561998182
1867	0.5617912519
1868	0.5617018547
1869	0.561523177
1870	0.5614261401
1871	0.561333011
1872	0.5612487855
1873	0.5611219607
1874	0.5610468327
1875	0.5609432092
1876	0.5608426221
1877	0.5606793644
1878	0.5604990903
1879	0.5602933054
1880	0.5601364711
1881	0.559988967
1882	0.5598409252
1883	0.5597750712
1884	0.5596410664
1885	0.5595807268
1886	0.5594958135
1887	0.559295386
1888	0.5592103422
1889	0.5591104008
1890	0.5588926775
1891	0.5587685721
1892	0.5587171962
1893	0.5585412724
1894	0.5584269999
1895	0.5583352746
1896	0.558047505
1897	0.5577114007
1898	0.5575814899
1899	0.5574834627
1900	0.5573803915
1901	0.5573140809
1902	0.5572947679
1903	0.557166554
1904	0.5570414309
1905	0.556821107
1906	0.5566488254
1907	0.5565826903
1908	0.5565262139
1909	0.5563455671
1910	0.5562492798
1911	0.5561324398
1912	0.5561047094
1913	0.5560465975
1914	0.5558370239
1915	0.5556306959
1916	0.5554902801
1917	0.5553828213
1918	0.5552277163
1919	0.5550655351
1920	0.5549917354
1921	0.5548431991
1922	0.5547603247
1923	0.5546747823
1924	0.5544892047
1925	0.5540555217
1926	0.5540030402
1927	0.5538555729
1928	0.5537118711
1929	0.5536087041
1930	0.5535133854
1931	0.5534968731
1932	0.5533206428
1933	0.5531989146
1934	0.5530871685
1935	0.5530262837
1936	0.5528147272
1937	0.5526168277
1938	0.5525700704
1939	0.5524685058
1940	0.5522804281
1941	0.5521764344
1942	0.5519240484
1943	0.5517853549
1944	0.5516968754
1945	0.5515780451
1946	0.5514274323
1947	0.5513454647
1948	0.551255798
1949	0.5510987578
1950	0.550999375
1951	0.5509267538
1952	0.5507321676
1953	0.5506096192
1954	0.5504222235
1955	0.5502699323
1956	0.5501804279
1957	0.5500655635
1958	0.5499494956
1959	0.5498277265
1960	0.5496552692
1961	0.5495683044
1962	0.5494085433
1963	0.549344258
1964	0.5492517601
1965	0.5491525986
1966	0.549025174
1967	0.5488876605
1968	0.5487424808
1969	0.5484520952
1970	0.5482230517
1971	0.5481738861
1972	0.5480527354
1973	0.5478315395
1974	0.5475128072
1975	0.5472754863
1976	0.5470802375
1977	0.5469952143
1978	0.5467302947
1979	0.5465897338
1980	0.5464730321
1981	0.5464064892
1982	0.5461906495
1983	0.5459699694
1984	0.545742662
1985	0.5456385234
1986	0.5454663769
1987	0.545343116
1988	0.5451855756
1989	0.5451135582
1990	0.5450238924
1991	0.5449360495
1992	0.5448255982
1993	0.5447473723
1994	0.5446040591
1995	0.5445539881
1996	0.5443969253
1997	0.5442603966
1998	0.5441930314
1999	0.5440737671
2000	0.5440467634
2001	0.543887855
2002	0.5437443343
2003	0.5436822039
2004	0.5435655081
2005	0.5435246264
2006	0.5434115587
2007	0.5432040571
2008	0.543093732
2009	0.5428796984
2010	0.5426892895
2011	0.5425735316
2012	0.5424593802
2013	0.5422945481
2014	0.542174671
2015	0.5420880075
2016	0.5420206571
2017	0.5418563856
2018	0.5417894693
2019	0.5416007533
2020	0.5413965895
2021	0.5413309017
2022	0.5411588742
2023	0.5410493032
2024	0.5409099788
2025	0.540836094
2026	0.540741901
2027	0.5407169996
2028	0.5405365399
2029	0.540395636
2030	0.5401475236
2031	0.5399895098
2032	0.5399122362
2033	0.5397910926
2034	0.5395820766
2035	0.5394570041
2036	0.539276958
2037	0.5392180132
2038	0.5391213743
2039	0.5388666691
2040	0.5387542429
2041	0.5386903368
2042	0.5384592967
2043	0.5383472292
2044	0.5382463066
2045	0.5382019471
2046	0.5381164191
2047	0.5379909002
2048	0.537949909
2049	0.5377671503
2050	0.5375713326
2051	0.5374656773
2052	0.537380741
2053	0.5372176361
2054	0.5370441474
2055	0.5369630479
2056	0.5368126929
2057	0.5365480702
2058	0.5364283807
2059	0.5363885377
2060	0.53636895
2061	0.5362911774
2062	0.5361195046
2063	0.5360436859
2064	0.5359788176
2065	0.5359607673
2066	0.5357786126
2067	0.5355467841
2068	0.5354415578
2069	0.5353507561
2070	0.5352659387
2071	0.5350624207
2072	0.5348393053
2073	0.5347730085
2074	0.534706235
2075	0.5345498596
2076	0.5344547922
2077	0.5343604122
2078	0.5340843889
2079	0.5339595166
2080	0.5338715981
2081	0.5336531791
2082	0.5335004524
2083	0.5334001929
2084	0.5333280753
2085	0.5331560683
2086	0.5330680054
2087	0.5328580955
2088	0.5325821424
2089	0.5324498301
2090	0.5322541315
2091	0.532166819
2092	0.5320666678
2093	0.5319916367
2094	0.5319036297
2095	0.5318248557
2096	0.5316509458
2097	0.5315583726
2098	0.5314089418
2099	0.5312888568
2100	0.5312540622
2101	0.5311970847
2102	0.5309344691
2103	0.5308339248
2104	0.5307488097
2105	0.5306659658
2106	0.5305964818
2107	0.5304128275
2108	0.5302929302
2109	0.5301060131
2110	0.5300283503
2111	0.5299244359
2112	0.5298728243
2113	0.529796156
2114	0.5296442249
2115	0.5295544124
2116	0.5293491374
2117	0.5291396204
2118	0.5290710055
2119	0.5289491883
2120	0.5288482423
2121	0.5288144402
2122	0.5287434771
2123	0.5286352357
2124	0.5285063576
2125	0.5282949658
2126	0.5281270947
2127	0.5280675445
2128	0.5279982686
2129	0.5278710274
2130	0.5278015574
2131	0.5276419147
2132	0.527554462
2133	0.5274768631
2134	0.5273582252
2135	0.5272149552
2136	0.5270845533
2137	0.5269424454
2138	0.5267661516
2139	0.5266844619
2140	0.5265971481
2141	0.5264635507
2142	0.5262385529
2143	0.5262058315
2144	0.5260497095
2145	0.5259313778
2146	0.5258598382
2147	0.5257034856
2148	0.5256108226
2149	0.5254298699
2150	0.5253867006
2151	0.5252714133
2152	0.5250207614
2153	0.5249604896
2154	0.5246959955
2155	0.5246123019
2156	0.5244871393
2157	0.5244460466
2158	0.5243751838
2159	0.5242571762
2160	0.5241375195
2161	0.5239782913
2162	0.5239193646
2163	0.5238159421
2164	0.5237315557
2165	0.5236137889
2166	0.5235135511
2167	0.5234718631
2168	0.5233600883
2169	0.5232475777
2170	0.5232011528
2171	0.5229616438
2172	0.5228367276
2173	0.522657987
2174	0.5226041165
2175	0.522552852
2176	0.5224831246
2177	0.522359958
2178	0.5222229321
2179	0.5220423417
2180	0.521905913
2181	0.5217885137
2182	0.5216342959
2183	0.5215040693
2184	0.5213743991
2185	0.5211411757
2186	0.5211276348
2187	0.5209023586
2188	0.520812796
2189	0.5207664939
2190	0.5204211606
2191	0.5203234275
2192	0.520213097
2193	0.520071406
2194	0.5199791916
2195	0.5198805072
2196	0.5198496892
2197	0.5196528898
2198	0.519479038
2199	0.5194398046
2200	0.5192224676
2201	0.5191800456
2202	0.5191038843
2203	0.5190334934
2204	0.5188055742
2205	0.5187241468
2206	0.5186507138
2207	0.5183942603
2208	0.51828691
2209	0.5181444594
2210	0.5180582148
2211	0.5179368242
2212	0.517773003
2213	0.5177320214
2214	0.5176680646
2215	0.5175212812
2216	0.5174167588
2217	0.517351939
2218	0.5172921076
2219	0.5171954272
2220	0.51713245
2221	0.5170212538
2222	0.5169748346
2223	0.5168549878
2224	0.5167857624
2225	0.5167159967
2226	0.5165582655
2227	0.5164885702
2228	0.5162545077
2229	0.5160732203
2230	0.5158737491
2231	0.5157773789
2232	0.5155924451
2233	0.5155032265
2234	0.5154823951
2235	0.5153797448
2236	0.5152993692
2237	0.5151359928
2238	0.5150643685
2239	0.514999226
2240	0.5148751836
2241	0.514747941
2242	0.5145368849
2243	0.5144825725
2244	0.5143750521
2245	0.514300248
2246	0.5141976269
2247	0.5140747653
2248	0.5140424818
2249	0.5139701185
2250	0.5138665139
2251	0.5137813628
2252	0.5136489888
2253	0.5135955226
2254	0.5135280446
2255	0.5134172549
2256	0.5132819098
2257	0.5132471999
2258	0.5130981929
2259	0.5130809175
2260	0.5128523244
2261	0.5127682484
2262	0.5126259239
2263	0.5125388443
2264	0.5124525063
2265	0.512360862
2266	0.5122580871
2267	0.5121302202
2268	0.5120306763
2269	0.511940167
2270	0.5118882688
2271	0.511799522
2272	0.5117464544
2273	0.5116411834
2274	0.5115050773
2275	0.5113901761
2276	0.5113025372
2277	0.511250693
2278	0.5112135654
2279	0.5111005281
2280	0.5110186461
2281	0.5109838381
2282	0.5109243731
2283	0.5108403392
2284	0.5107789453
2285	0.5107381206
2286	0.5106412276
2287	0.5106132951
2288	0.5105268183
2289	0.5104573033
2290	0.510408758
2291	0.5103572908
2292	0.5101976547
2293	0.5101292886
2294	0.5100563005
2295	0.5100000523
2296	0.5099688775
2297	0.509814484
2298	0.509756648
2299	0.509559279
2300	0.5093912529
2301	0.5093560561
2302	0.5092176113
2303	0.5091629615
2304	0.5090902338
2305	0.5090104128
2306	0.5089427536
2307	0.5086710007
2308	0.5085325323
2309	0.5084807496
2310	0.5084235898
2311	0.5083254626
2312	0.5082516495
2313	0.5081643234
2314	0.5081001025
2315	0.507913414
2316	0.5077912619
2317	0.507773264
2318	0.5075965017
2319	0.5074460527
2320	0.5073844217
2321	0.5073012642
2322	0.5072870947
2323	0.5072290391
2324	0.5071455063
2325	0.5070944774
2326	0.5069606159
2327	0.506798294
2328	0.5065486081
2329	0.5064751121
2330	0.506219161
2331	0.5061630245
2332	0.5060281682
2333	0.5059582928
2334	0.5058635532
2335	0.5057300582
2336	0.5056748475
2337	0.5056154298
2338	0.5055554762
2339	0.5054431429
2340	0.5054013535
2341	0.5053273201
2342	0.5052169733
2343	0.5050957603
2344	0.5050402966
2345	0.5049569808
2346	0.5048133092
2347	0.5047215156
2348	0.5046945391
2349	0.5045665167
2350	0.5043820474
2351	0.5043266126
2352	0.504269307
2353	0.5041661281
2354	0.5040951129
2355	0.5039864008
2356	0.5039523787
2357	0.5038741246
2358	0.5037770136
2359	0.5037071567
2360	0.5036222079
2361	0.5035651773
2362	0.5034436902
2363	0.5033761217
2364	0.503282605
2365	0.5031958603
2366	0.5030418225
2367	0.5029679426
2368	0.5029050869
2369	0.5028764667
2370	0.5027318362
2371	0.5026267873
2372	0.5025128297
2373	0.5024656111
2374	0.5024220112
2375	0.5023854529
2376	0.5022729399
2377	0.502047881
2378	0.5019491286
2379	0.5018396796
2380	0.5017088736
2381	0.5015958369
2382	0.5014994937
2383	0.5014869176
2384	0.5014262916
2385	0.50129881
2386	0.5012717981
2387	0.5010992403
2388	0.5010438548
2389	0.5009658006
2390	0.5009194772
2391	0.5007504866
2392	0.5007399766
2393	0.5005635507
2394	0.5004986253
2395	0.5004263357
2396	0.5003426573
2397	0.5002550988
2398	0.5001919755
2399	0.5000228368
2400	0.4998248912
2401	0.4996817042
2402	0.4996545071
2403	0.4996064332
2404	0.4995572536
2405	0.4994465444
2406	0.4992501027
2407	0.4991103021
2408	0.4990246129
2409	0.4988926669
2410	0.4987065809
2411	0.4984545587
2412	0.4983910323
2413	0.4983127911
2414	0.498212669
2415	0.4981687189
2416	0.4981208285
2417	0.4980241987
2418	0.4978939173
2419	0.4978578623
2420	0.4977416695
2421	0.4976214636
2422	0.4975779492
2423	0.4974973932
2424	0.4974079668
2425	0.4973907015
2426	0.4973514717
2427	0.4973031807
2428	0.4972300678
2429	0.497183119
2430	0.4970906562
2431	0.4969883617
2432	0.4969676845
2433	0.4968665317
2434	0.4968049468
2435	0.4966426685
2436	0.4965877142
2437	0.4963626255
2438	0.4962837243
2439	0.4962372738
2440	0.4961304756
2441	0.496031694
2442	0.4959523519
2443	0.4957658368
2444	0.4956959134
2445	0.4956172489
2446	0.4955554052
2447	0.4954664306
2448	0.4953757451
2449	0.4953236157
2450	0.4952163108
2451	0.4951205803
2452	0.4950637196
2453	0.4950049425
2454	0.4948482286
2455	0.4947475344
2456	0.4947067061
2457	0.4946670853
2458	0.4945257518
2459	0.4944548493
2460	0.494370859
2461	0.4942483351
2462	0.4941606034
2463	0.4940964799
2464	0.4939889797
2465	0.493942116
2466	0.493856478
2467	0.4937927742
2468	0.4937168854
2469	0.4936671016
2470	0.4935834288
2471	0.4934919566
2472	0.4934096453
2473	0.4933081274
2474	0.4931405439
2475	0.4930768589
2476	0.4929787137
2477	0.4929329684
2478	0.4928271003
2479	0.4927784968
2480	0.4927054153
2481	0.4926714612
2482	0.4925700191
2483	0.4924810569
2484	0.4923617952
2485	0.4922505705
2486	0.4920339568
2487	0.4919230476
2488	0.4917715667
2489	0.4917473632
2490	0.4917063535
2491	0.4916571021
2492	0.4915109014
2493	0.4914190366
2494	0.4912904889
2495	0.4911899538
2496	0.4910744575
2497	0.4909524827
2498	0.4909234605
2499	0.4908530942
2500	0.4908426609
2501	0.4907141101
2502	0.4906707334
2503	0.4905392677
2504	0.4904791705
2505	0.490335657
2506	0.4902671033
2507	0.4901725868
2508	0.4900179995
2509	0.4899617408
2510	0.4899005302
2511	0.4897896677
2512	0.4896978811
2513	0.4896497886
2514	0.4895945177
2515	0.4895275644
2516	0.4894539078
2517	0.4892877402
2518	0.489181059
2519	0.4891106542
2520	0.4889596202
2521	0.4887836335
2522	0.4887380384
2523	0.4886435072
2524	0.4884210046
2525	0.4883132037
2526	0.4882102496
2527	0.4881148974
2528	0.4880354993
2529	0.4879551244
2530	0.4879374719
2531	0.4878792216
2532	0.4878333198
2533	0.4877841149
2534	0.4877588771
2535	0.4876895149
2536	0.487531495
2537	0.4874646165
2538	0.4873385565
2539	0.4872845915
2540	0.4871892544
2541	0.487135579
2542	0.4871087534
2543	0.4870410895
2544	0.4869890577
2545	0.4869466048
2546	0.48686398
2547	0.4868399744
2548	0.4867975882
2549	0.4867527209
2550	0.4866796789
2551	0.4865469508
2552	0.4864346205
2553	0.4863884897
2554	0.4862629771
2555	0.4860749359
2556	0.4859039011
2557	0.4858819132
2558	0.4857331106
2559	0.4856850303
2560	0.4855984139
2561	0.485516683
2562	0.4854755369
2563	0.4853419943
2564	0.4852863525
2565	0.48527035
2566	0.4852183179
2567	0.4850140153
2568	0.4849396032
2569	0.4847572617
2570	0.484722411
2571	0.4846888328
2572	0.4846077825
2573	0.4845412231
2574	0.4843643165
2575	0.4843348927
2576	0.4842356605
2577	0.4841804
2578	0.4841062782
2579	0.4840705885
2580	0.4840092664
2581	0.4839877252
2582	0.483893287
2583	0.4838614213
2584	0.4838121682
2585	0.4837577199
2586	0.4837196055
2587	0.4836737416
2588	0.48353411
2589	0.4834838279
2590	0.4833820769
2591	0.4833330475
2592	0.4833120427
2593	0.48325408
2594	0.483207591
2595	0.4831015289
2596	0.4829991429
2597	0.4827873599
2598	0.4827589673
2599	0.4826238601
2600	0.4824254312
2601	0.482315591
2602	0.4821884772
2603	0.4821138886
2604	0.4819938737
2605	0.48192517
2606	0.4818507336
2607	0.4817657362
2608	0.4816543406
2609	0.4816463611
2610	0.4815549284
2611	0.4814439603
2612	0.4813575199
2613	0.4812069477
2614	0.4811521113
2615	0.4810500149
2616	0.480915124
2617	0.4807483063
2618	0.4805260695
2619	0.4804322181
2620	0.4803776445
2621	0.4802269204
2622	0.4801489371
2623	0.4800972318
2624	0.4799305614
2625	0.4798913468
2626	0.4798253911
2627	0.479716758
2628	0.4795805983
2629	0.4795244801
2630	0.4794591849
2631	0.4794082831
2632	0.4791913196
2633	0.4791262655
2634	0.4790545253
2635	0.4789920604
2636	0.4789173824
2637	0.4787471555
2638	0.4787176814
2639	0.4786497101
2640	0.4785914644
2641	0.4785042236
2642	0.4784720563
2643	0.4783595357
2644	0.4783329572
2645	0.4782615685
2646	0.478178319
2647	0.4781252922
2648	0.4780202302
2649	0.4779614419
2650	0.4778131624
2651	0.4776947485
2652	0.4776519473
2653	0.4775751467
2654	0.4773905583
2655	0.4773404312
2656	0.4772792418
2657	0.4772025612
2658	0.4771728373
2659	0.477127102
2660	0.4770805917
2661	0.4769805362
2662	0.4767753114
2663	0.4767044982
2664	0.4766452761
2665	0.4765857727
2666	0.4765219777
2667	0.4763258378
2668	0.4762300712
2669	0.476188718
2670	0.4761154349
2671	0.476037728
2672	0.4759942323
2673	0.4759511788
2674	0.4758468467
2675	0.475763937
2676	0.4757470259
2677	0.4756496486
2678	0.475520122
2679	0.4754820779
2680	0.4754296403
2681	0.4753245915
2682	0.4752118229
2683	0.4750962611
2684	0.4749786033
2685	0.474940785
2686	0.4748206221
2687	0.4747905304
2688	0.4746307766
2689	0.4745526898
2690	0.4744401412
2691	0.4742974268
2692	0.4742211506
2693	0.4741613724
2694	0.4740673107
2695	0.4739794319
2696	0.4739404175
2697	0.473916307
2698	0.4737985416
2699	0.4736909067
2700	0.4736716997
2701	0.4735867756
2702	0.4735061731
2703	0.4733612331
2704	0.4733001396
2705	0.4731893854
2706	0.4731505213
2707	0.4730790414
2708	0.473033297
2709	0.4729467284
2710	0.4728356471
2711	0.4726854645
2712	0.4726051498
2713	0.4725248686
2714	0.4724212689
2715	0.4723995892
2716	0.4722809133
2717	0.4722339616
2718	0.4721578842
2719	0.4721118184
2720	0.4720491556
2721	0.4719881497
2722	0.4719558447
2723	0.4719150304
2724	0.4718762344
2725	0.4718016183
2726	0.4716706171
2727	0.4716355712
2728	0.4715768974
2729	0.471492384
2730	0.4714791615
2731	0.4714310482
2732	0.4713290774
2733	0.4711785664
2734	0.4711007156
2735	0.4710724033
2736	0.4709449089
2737	0.4708954656
2738	0.4707071631
2739	0.4705634997
2740	0.4704896076
2741	0.4704320039
2742	0.4703554877
2743	0.470314295
2744	0.4702682776
2745	0.470220165
2746	0.4701681071
2747	0.4700522463
2748	0.4699769175
2749	0.4699120316
2750	0.4698649565
2751	0.4698494329
2752	0.4697829363
2753	0.4697248905
2754	0.469559057
2755	0.4694845027
2756	0.4694335452
2757	0.4694087084
2758	0.4693784751
2759	0.4692522643
2760	0.4691916338
2761	0.4691304012
2762	0.4690800283
2763	0.4690215138
2764	0.4687508796
2765	0.4686700452
2766	0.4685565671
2767	0.468539811
2768	0.4684552795
2769	0.4684210183
2770	0.4683454563
2771	0.4683006344
2772	0.4682726364
2773	0.4681980104
2774	0.4681420032
2775	0.467982486
2776	0.4678059207
2777	0.4677258476
2778	0.4676084859
2779	0.4675595195
2780	0.4674893474
2781	0.4674417437
2782	0.4674039756
2783	0.4673354327
2784	0.467268323
2785	0.4672395519
2786	0.4671723799
2787	0.4671086227
2788	0.4669887081
2789	0.4669439265
2790	0.4668932488
2791	0.4668225926
2792	0.4667361168
2793	0.4666426263
2794	0.4665110449
2795	0.466415568
2796	0.46636125
2797	0.4663123666
2798	0.4662538274
2799	0.4661383278
2800	0.4659844098
2801	0.4658960105
2802	0.4657759876
2803	0.4657484534
2804	0.4657061475
2805	0.4656338619
2806	0.4656099019
2807	0.4655587526
2808	0.4655172504
2809	0.4654670196
2810	0.4654543441
2811	0.4654305117
2812	0.4654132176
2813	0.4653483071
2814	0.4653199186
2815	0.4652090686
2816	0.4651869786
2817	0.465034091
2818	0.4649562922
2819	0.4649379619
2820	0.4647770084
2821	0.4646347659
2822	0.4645968866
2823	0.4645646964
2824	0.4645538258
2825	0.4644925573
2826	0.4644441043
2827	0.4643548224
2828	0.4642893085
2829	0.4642540809
2830	0.4641099653
2831	0.4640849857
2832	0.4639935412
2833	0.4639319602
2834	0.4638905272
2835	0.4637823672
2836	0.4637632082
2837	0.4637180726
2838	0.4636697047
2839	0.4636337809
2840	0.4636091922
2841	0.4634672566
2842	0.4634218108
2843	0.4633517716
2844	0.4633129287
2845	0.4632594145
2846	0.4632176248
2847	0.4631759398
2848	0.4631637759
2849	0.463118921
2850	0.4630304238
2851	0.4629558443
2852	0.4628913338
2853	0.4628503979
2854	0.4627383323
2855	0.4626347208
2856	0.462564089
2857	0.4624583248
2858	0.4624344825
2859	0.4623686715
2860	0.4623209517
2861	0.4622041723
2862	0.4621445508
2863	0.4620349693
2864	0.4619445747
2865	0.4618621415
2866	0.4618460785
2867	0.4617183971
2868	0.461708076
2869	0.4616657771
2870	0.4615455065
2871	0.4614832711
2872	0.4614584805
2873	0.4613341464
2874	0.4612664605
2875	0.4612162027
2876	0.4610752629
2877	0.4609722585
2878	0.4609040154
2879	0.4607615457
2880	0.4606984347
2881	0.4605779433
2882	0.4605182516
2883	0.46043938
2884	0.4604074255
2885	0.4603581922
2886	0.4603291018
2887	0.460268465
2888	0.4602303826
2889	0.4601688709
2890	0.4600928667
2891	0.4598840676
2892	0.4598306216
2893	0.4597210536
2894	0.4596553071
2895	0.4596020445
2896	0.4595399531
2897	0.4593416537
2898	0.4593036526
2899	0.4591833934
2900	0.4591484772
2901	0.4591203693
2902	0.4589884215
2903	0.4589142666
2904	0.4588440698
2905	0.4588191401
2906	0.4587102931
2907	0.4586996204
2908	0.4586384999
2909	0.4586051437
2910	0.4585282023
2911	0.4584460382
2912	0.4583839454
2913	0.4583289606
2914	0.4582961347
2915	0.4582390329
2916	0.4581942348
2917	0.4581736674
2918	0.458110739
2919	0.4580860388
2920	0.4579307332
2921	0.457891601
2922	0.457822858
2923	0.4577242537
2924	0.4576839608
2925	0.4576095137
2926	0.4575851835
2927	0.4575540232
2928	0.4574770542
2929	0.4573965319
2930	0.4572469967
2931	0.4572155265
2932	0.4570978154
2933	0.4569449889
2934	0.4568748375
2935	0.4568197486
2936	0.4566861853
2937	0.4566560752
2938	0.4565077715
2939	0.4564599112
2940	0.456353049
2941	0.4563431223
2942	0.4562426943
2943	0.456198562
2944	0.4561771437
2945	0.4561297006
2946	0.4560392347
2947	0.4559818856
2948	0.4558750434
2949	0.4557966176
2950	0.455680791
2951	0.455620831
2952	0.4555585364
2953	0.4554390669
2954	0.455389445
2955	0.4553069483
2956	0.4552454771
2957	0.4551504029
2958	0.4551167879
2959	0.4550533337
2960	0.4549290723
2961	0.4547890639
2962	0.4547554312
2963	0.454736633
2964	0.4545915335
2965	0.4544947402
2966	0.4544591248
2967	0.454402649
2968	0.4543238422
2969	0.4542915572
