,country,year,value,category,category_encoded,country_encoded,region,directions,capitals,official_language,region_encoded,directions_encoded,capitals_encoded,official_language_encoded
0,Australia,2014,393126.946994288,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
1,Australia,2013,396913.93653029,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
2,Australia,2012,406462.8477036,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
3,Australia,2011,403705.528313991,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
4,Australia,2010,406200.993184341,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
5,Australia,2009,408448.47899963,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
6,Australia,2008,404237.828214077,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
7,Australia,2007,398816.453543549,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
8,Australia,2006,391134.100909449,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
9,Australia,2005,385581.132806466,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
10,Australia,2004,381519.261592783,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
11,Australia,2003,368345.977425107,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
12,Australia,2002,361861.387896028,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
13,Australia,2001,357653.329899303,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
14,Australia,2000,349885.433108928,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
15,Australia,1999,343713.906947774,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
16,Australia,1998,334328.142646602,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
17,Australia,1997,320439.116819391,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
18,Australia,1996,311914.819824229,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
19,Australia,1995,305162.543548735,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
20,Australia,1994,293830.709141192,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
21,Australia,1993,289142.267681326,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
22,Australia,1992,284766.092717838,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
23,Australia,1991,279741.639011863,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
24,Australia,1990,278265.898940768,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,0,Australia,South,Canberra,English,1,4,9,7
25,Austria,2014,64262.5639931315,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
26,Austria,2013,67957.1211123863,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
27,Austria,2012,67698.6586349119,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
28,Austria,2011,70327.1670444138,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
29,Austria,2010,72531.826129136,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
30,Austria,2009,67682.7251493548,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
31,Austria,2008,74066.2557920763,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
32,Austria,2007,74268.1107226333,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
33,Austria,2006,76934.9515340371,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
34,Austria,2005,79588.5018807541,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
35,Austria,2004,78388.9974250799,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
36,Austria,2003,78023.9538963192,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
37,Austria,2002,72126.5914446168,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
38,Austria,2001,70299.4711482287,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
39,Austria,2000,66274.7432545115,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
40,Austria,1999,65660.1336422327,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
41,Austria,1998,67047.2506680177,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
42,Austria,1997,67455.8927304212,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
43,Austria,1996,67667.2626980903,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
44,Austria,1995,64202.1592201769,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
45,Austria,1994,61189.1025048542,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
46,Austria,1993,60790.7577213156,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
47,Austria,1992,60432.2493410185,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
48,Austria,1991,65903.513308256,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
49,Austria,1990,62297.1655681668,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,1,Europe,West,Vienna,German,2,7,36,13
50,Belarus,2014,60615.645730992,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
51,Belarus,2013,61510.987153813,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
52,Belarus,2012,60636.851387067,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
53,Belarus,2011,61128.400592577,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
54,Belarus,2010,61632.492704327,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
55,Belarus,2009,59596.205375555,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
56,Belarus,2008,63846.103794367,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
57,Belarus,2007,61563.881729088,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
58,Belarus,2006,62229.398882869,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
59,Belarus,2005,59664.73908178,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
60,Belarus,2004,58457.64761596,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
61,Belarus,2003,54845.145835185,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
62,Belarus,2002,53843.704423847,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
63,Belarus,2001,53783.847673632,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
64,Belarus,2000,53686.857490672,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
65,Belarus,1999,55033.952116896,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
66,Belarus,1998,57426.329584039,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
67,Belarus,1997,60971.816305307,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
68,Belarus,1996,57251.355700374,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
69,Belarus,1995,56005.93938238,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
70,Belarus,1994,62402.279082903,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
71,Belarus,1993,75551.755291625,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
72,Belarus,1992,87060.81028961,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
73,Belarus,1991,93649.166141388,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
74,Belarus,1990,100438.095063708,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,2,Europe,North East,Minsk,Belarusian and Russian,2,2,19,0
75,Belgium,2014,96325.4131833302,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
76,Belgium,2013,101744.736736883,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
77,Belgium,2012,100931.595609756,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
78,Belgium,2011,104945.713770963,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
79,Belgium,2010,114155.386728776,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
80,Belgium,2009,107282.543508312,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
81,Belgium,2008,120362.609842562,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
82,Belgium,2007,118027.408646158,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
83,Belgium,2006,122319.593759433,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
84,Belgium,2005,125118.016504076,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
85,Belgium,2004,128640.48346799,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
86,Belgium,2003,127523.989700176,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
87,Belgium,2002,126015.194675856,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
88,Belgium,2001,125649.370538717,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
89,Belgium,2000,126315.209948975,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
90,Belgium,1999,124208.071769964,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
91,Belgium,1998,129737.090031462,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
92,Belgium,1997,123495.742758683,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
93,Belgium,1996,129010.471708927,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
94,Belgium,1995,125519.441990638,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
95,Belgium,1994,124426.885709848,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
96,Belgium,1993,121156.964954729,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
97,Belgium,1992,122217.919518023,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
98,Belgium,1991,123130.652897225,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
99,Belgium,1990,119982.503418506,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,3,Europe,North West,Brussels,"Dutch, French, and German",2,3,6,6
100,Bulgaria,2014,45139.955286201,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
101,Bulgaria,2013,42534.9272034699,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
102,Bulgaria,2012,48117.5560830313,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
103,Bulgaria,2011,53020.9811161954,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
104,Bulgaria,2010,47678.6489573594,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
105,Bulgaria,2009,45487.8735503956,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
106,Bulgaria,2008,53655.1401671903,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
107,Bulgaria,2007,55184.4241047849,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
108,Bulgaria,2006,51446.2829381283,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
109,Bulgaria,2005,50191.1160644292,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
110,Bulgaria,2004,49170.3376894348,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
111,Bulgaria,2003,49971.1515762142,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
112,Bulgaria,2002,45786.2947197982,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
113,Bulgaria,2001,48568.9178318705,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
114,Bulgaria,2000,44896.670545605,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
115,Bulgaria,1999,45751.789097251,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
116,Bulgaria,1998,52143.3567693638,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
117,Bulgaria,1997,54790.1341566389,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
118,Bulgaria,1996,57581.194759982,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
119,Bulgaria,1995,57221.6062924032,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
120,Bulgaria,1994,55649.0813153431,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
121,Bulgaria,1993,57203.9355176784,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
122,Bulgaria,1992,56551.5935722778,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
123,Bulgaria,1991,59769.3415026104,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
124,Bulgaria,1990,78197.8812570199,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,4,Europe,North,Sofia,Bulgarian,2,1,30,1
125,Canada,2014,574099.775511611,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
126,Canada,2013,573094.038846396,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
127,Canada,2012,563423.613154917,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
128,Canada,2011,558152.72293811,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
129,Canada,2010,555003.760260925,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
130,Canada,2009,542829.458896225,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
131,Canada,2008,577444.930222255,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
132,Canada,2007,596041.321973836,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
133,Canada,2006,573479.269701141,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
134,Canada,2005,579225.335719904,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
135,Canada,2004,585414.860574334,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0,5,North America,North West,Ottawa,English and French,3,3,24,8
