name,region,country,lat,lon,tz_id,localtime_epoch,localtime
London,"City of London, Greater London",United Kingdom,51.52,-0.11,Europe/London,1674944323,2023-01-28 22:18
1674944100,2023-01-28 22:15,6.0,42.8,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",3.8,6.1,290,WNW,1032.0,30.47,0.0,0.0,70,100,5.1,41.1,10.0,6.0,1.0,5.1,8.3,"{'co': 350.5, 'no2': 60.29999923706055, 'o3': 0.0, 'so2': 11.899999618530273, 'pm2_5': 15.699999809265137, 'pm10': 18.200000762939453, 'us-epa-index': 2, 'gb-defra-index': 2}"
