,country,year,value,category,region,directions,capitals,official_language
723,New Zealand,1990,25419.7716716116,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Oceania,South East,Wellington,"English, Māori, and New Zealand Sign Language"
724,Norway,2014,43869.4510924803,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
725,Norway,2013,44309.0559727695,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
726,Norway,2012,44553.9656597819,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
727,Norway,2011,44946.8693532922,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
728,Norway,2010,45833.8920681508,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
729,Norway,2009,43212.0924688473,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
730,Norway,2008,44893.0941871551,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
731,Norway,2007,45842.8095311711,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
732,Norway,2006,43913.7448222241,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
733,Norway,2005,43548.2302876495,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
734,Norway,2004,44320.0048845842,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
735,Norway,2003,43906.7096554175,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
736,Norway,2002,42655.8748276072,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
737,Norway,2001,43530.3487635507,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
738,Norway,2000,42194.6191784625,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
739,Norway,1999,42691.7563679429,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
740,Norway,1998,41939.0379176034,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
741,Norway,1997,41683.1333687712,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
742,Norway,1996,41586.7085615304,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
743,Norway,1995,38464.9066615123,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
744,Norway,1994,38434.7651928654,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
745,Norway,1993,36520.7838206741,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
746,Norway,1992,34833.2478178252,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
747,Norway,1991,34070.978364376,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
748,Norway,1990,35694.8243978959,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Oslo,Norwegian
749,Poland,2014,310307.297357959,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
750,Poland,2013,322440.486501595,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
751,Poland,2012,326597.790549729,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
752,Poland,2011,333713.650695256,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
753,Poland,2010,334026.154705205,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
754,Poland,2009,315937.965878291,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
755,Poland,2008,329338.171084879,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
756,Poland,2007,336268.110889212,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
757,Poland,2006,336500.578934838,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
758,Poland,2005,323372.578397668,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
759,Poland,2004,324279.449842642,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
760,Poland,2003,320230.170467384,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
761,Poland,2002,307535.642199397,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
762,Poland,2001,315274.093567475,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
763,Poland,2000,319120.405105406,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
764,Poland,1999,329380.898350257,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
765,Poland,1998,339145.82962033,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
766,Poland,1997,368415.853280443,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
767,Poland,1996,377308.59613738,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
768,Poland,1995,363885.777573228,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
769,Poland,1994,362012.958757259,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
770,Poland,1993,366427.660913436,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
771,Poland,1992,365865.15951878,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
772,Poland,1991,375684.15694778,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
773,Poland,1990,378782.539166168,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
774,Portugal,2014,48353.6903302063,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
775,Portugal,2013,48495.550477338,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
776,Portugal,2012,50262.4224416189,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
777,Portugal,2011,52150.653443811,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
778,Portugal,2010,53583.8858598739,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
779,Portugal,2009,58004.1969738053,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
780,Portugal,2008,60550.0402031828,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
781,Portugal,2007,62791.1477666385,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
782,Portugal,2006,65465.41971559,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
783,Portugal,2005,70034.5294076015,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
784,Portugal,2004,67458.1591415789,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
785,Portugal,2003,64697.2992169906,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
786,Portugal,2002,69954.4945153443,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
787,Portugal,2001,66113.7557093707,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
788,Portugal,2000,66411.3299157974,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
789,Portugal,1999,67612.8118918815,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
790,Portugal,1998,59976.20991864,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
791,Portugal,1997,55454.2110573498,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
792,Portugal,1996,52348.4688110753,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
793,Portugal,1995,55134.3294664048,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
794,Portugal,1994,51303.2041493178,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
795,Portugal,1993,50502.1225996005,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
796,Portugal,1992,51850.5656733148,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
797,Portugal,1991,47406.8424856753,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
798,Portugal,1990,45809.0714101803,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
799,Romania,2014,74046.4676268308,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
800,Romania,2013,74083.358238036,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
801,Romania,2012,84661.2305445011,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
802,Romania,2011,86163.6343263804,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
803,Romania,2010,80795.7740259277,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
804,Romania,2009,85288.2940231284,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
805,Romania,2008,101035.420806089,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
806,Romania,2007,104540.350942151,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
807,Romania,2006,106175.991142102,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
808,Romania,2005,102414.252372896,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
809,Romania,2004,104575.077756967,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
810,Romania,2003,105737.481034365,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
811,Romania,2002,100655.31311867,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
812,Romania,2001,100377.986962722,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
813,Romania,2000,95190.9034483113,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
814,Romania,1999,90443.3507659838,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
815,Romania,1998,106813.977529299,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
816,Romania,1997,123515.853269646,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
817,Romania,1996,131939.69450211,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
818,Romania,1995,128587.003639727,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
819,Romania,1994,122610.776956391,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
820,Romania,1993,124819.100092444,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
821,Romania,1992,132732.908743069,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
822,Romania,1991,143586.607530198,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
823,Romania,1990,174731.886787722,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
824,Russian Federation,2014,1671568.65225681,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
825,Russian Federation,2013,1666644.42307436,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
826,Russian Federation,2012,1727489.10411795,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
827,Russian Federation,2011,1717221.95058062,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
828,Russian Federation,2010,1662592.25855081,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
829,Russian Federation,2009,1576703.96685802,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
830,Russian Federation,2008,1684999.82263502,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
831,Russian Federation,2007,1653139.05550251,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
832,Russian Federation,2006,1653289.19267186,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
833,Russian Federation,2005,1593933.34385535,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
834,Russian Federation,2004,1575180.85973468,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
835,Russian Federation,2003,1568510.14348381,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
836,Russian Federation,2002,1531200.21174359,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
837,Russian Federation,2001,1542500.06477849,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
838,Russian Federation,2000,1504182.72891476,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
839,Russian Federation,1999,1512651.93084896,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
840,Russian Federation,1998,1476588.92527691,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
841,Russian Federation,1997,1502079.86636293,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
842,Russian Federation,1996,1581293.21958917,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
843,Russian Federation,1995,1629496.29767829,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
844,Russian Federation,1994,1685494.54694021,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
845,Russian Federation,1993,1909577.84022625,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
846,Russian Federation,1992,2013175.48242406,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
847,Russian Federation,1991,2433187.64541119,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
848,Russian Federation,1990,2589725.30553003,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
849,Slovakia,2014,33387.4287224285,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
850,Slovakia,2013,35395.1548629239,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
851,Slovakia,2012,35867.8962742317,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
852,Slovakia,2011,37880.8531455433,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
853,Slovakia,2010,38385.9425232062,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
854,Slovakia,2009,37433.4334191131,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
855,Slovakia,2008,41236.324036934,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
856,Slovakia,2007,40725.2998364864,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
857,Slovakia,2006,42320.4844795718,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
858,Slovakia,2005,42581.0225015084,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
859,Slovakia,2004,42576.9588896981,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
860,Slovakia,2003,42060.5502497607,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
861,Slovakia,2002,41593.5332476528,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
862,Slovakia,2001,43468.0933515512,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
863,Slovakia,2000,41155.0114506149,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
864,Slovakia,1999,43181.3144851094,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
865,Slovakia,1998,44016.9870017177,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
866,Slovakia,1997,45040.2697406883,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
867,Slovakia,1996,44978.9115789435,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
868,Slovakia,1995,44679.5449583075,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
869,Slovakia,1994,43638.4901175531,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
870,Slovakia,1993,46467.5491941913,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
871,Slovakia,1992,48979.1257649755,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
872,Slovakia,1991,53447.4400150003,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
873,Slovakia,1990,61837.5667856109,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
874,Slovenia,2014,13489.9800352085,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
875,Slovenia,2013,15148.7253832075,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
876,Slovenia,2012,15800.18723876,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
877,Slovenia,2011,16348.2391107374,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
